Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa04147	['Exosome']	21	14.913510	0.493769	0.072309	0.955260	0.893085	1.000000	1.000000	0.999930	['ACAP2', 'CA4', 'CKMT1A', 'CTH', 'CUBN', 'GNG7', 'JUP', 'PDIA3', 'PKLR', 'PMEL', 'SFN', 'SLC26A4', 'THBS3']; ['ERBB2', 'ITGB7', 'MVP', 'PDIA3', 'RAB35', 'SEPT12', 'SERPINC1', 'TUBA1A']
hsa04612	['Antigen processing and presentation']	2	0.447650	2.159557	0.075019	0.989150	0.893085	1.000000	1.000000	0.999930	['PDIA3']; ['PDIA3']
hsa03008	['Ribosome biogenesis in eukaryotes']	3	1.004060	1.579117	0.077759	0.983050	0.893085	1.000000	1.000000	0.999930	['SNU13', 'UTP4']; ['XPO1']
hsa05320	['Autoimmune thyroid disease']	2	0.481980	2.052955	0.081939	0.989220	0.893085	1.000000	1.000000	0.999930	None; ['CD28', 'CTLA4']
hsa05164	['Influenza A']	5	2.359420	1.083496	0.085369	0.970500	0.893085	1.000000	1.000000	0.999930	['FDPS', 'OAS2', 'STAT1']; ['KPNA6', 'XPO1']
hsa03021	['Transcription machinery']	8	4.554980	0.812555	0.087049	0.959920	0.893085	1.000000	1.000000	0.999930	['GPN2', 'GTF2H3', 'SF3B3', 'TAF3']; ['GPN3', 'MED9', 'PPP1CC', 'SYMPK']
hsa00071	['Fatty acid degradation']	2	0.504390	1.987388	0.091739	0.986350	0.893085	1.000000	1.000000	0.999930	['ACSBG2']; ['ALDH2']
hsa03013	['RNA transport']	4	1.764380	1.180839	0.099059	0.967910	0.893085	1.000000	1.000000	0.999930	None; ['EIF5B', 'NUP155', 'XPO1', 'XPO5']
hsa05162	['Measles']	4	1.788290	1.161419	0.104469	0.966870	0.893085	1.000000	1.000000	0.999930	['OAS2', 'STAT1', 'TAB2']; ['CD28']
hsa03420	['Nucleotide excision repair']	2	0.563360	1.827871	0.108299	0.981360	0.893085	1.000000	1.000000	0.999930	['GTF2H3']; ['RAD23A']
hsa04216	['Ferroptosis']	2	0.581410	1.782372	0.113709	0.979960	0.893085	1.000000	1.000000	0.999930	['MAP1LC3A']; ['PCBP2']
hsa00053	['Ascorbate and aldarate metabolism']	1	0.125780	2.991026	0.118259	0.992760	0.893085	1.000000	1.000000	0.999930	None; ['ALDH2']
hsa03022	['Basal transcription factors']	2	0.623350	1.681886	0.127179	0.976530	0.893085	1.000000	1.000000	0.999930	['GTF2H3', 'TAF3']; None
hsa00051	['Fructose and mannose metabolism']	2	0.644040	1.634778	0.130799	0.978010	0.893085	1.000000	1.000000	0.999930	['FUK', 'GMDS']; None
hsa00360	['Phenylalanine metabolism']	1	0.150980	2.727571	0.141139	0.990570	0.897388	1.000000	1.000000	0.999930	None; ['ALDH3A1']
hsa00620	['Pyruvate metabolism']	2	0.663700	1.591397	0.141549	0.972290	0.897388	1.000000	1.000000	0.999930	['PKLR']; ['ALDH2']
hsa03016	['Transfer RNA biogenesis']	5	2.784510	0.844505	0.144339	0.942071	0.897388	1.000000	1.000000	0.999930	None; ['AIMP2', 'DARS2', 'PUS10', 'XPO1', 'XPO5']
hsa03051	['Proteasome']	2	0.693520	1.527991	0.153438	0.967430	0.914306	1.000000	1.000000	0.999930	['PSMD14']; ['RAD23A']
hsa03000	['Transcription factors']	22	17.416000	0.337090	0.155368	0.893041	0.914306	1.000000	1.000000	0.999930	['BNC2', 'CREB5', 'MEF2C', 'MXD3', 'MYT1', 'NR0B2', 'RUNX1', 'SIM2', 'STAT1', 'ZNF205', 'ZNF213']; ['ATF7', 'CUX2', 'KMT2D', 'MYT1L', 'NFIX', 'RAI1', 'REL', 'SP1', 'ZFHX3', 'ZNF689', 'ZNF764']
hsa04530	['Tight junction']	8	5.317570	0.589233	0.159778	0.916591	0.914306	1.000000	1.000000	0.999930	['PRKAA1', 'RUNX1']; ['ERBB2', 'LLGL1', 'PRKAG1', 'SYMPK', 'TJAP1', 'TUBA1A']
hsa04932	['Non-alcoholic fatty liver disease (NAFLD)']	4	2.128970	0.909844	0.163888	0.938581	0.914306	1.000000	1.000000	0.999930	['PKLR', 'PRKAA1']; ['NDUFA11', 'PRKAG1']
hsa04950	['Maturity onset diabetes of the young']	1	0.191440	2.385036	0.175248	0.984600	0.954962	1.000000	1.000000	0.999930	['PKLR']; None
hsa05034	['Alcoholism']	5	3.047530	0.714288	0.188048	0.916131	0.991542	1.000000	1.000000	0.999930	['CREB5', 'GNG7', 'HDAC4', 'HDAC5']; ['PPP1CC']
hsa00511	['Other glycan degradation']	1	0.215000	2.217591	0.194988	0.981360	0.995059	1.000000	1.000000	0.999930	['GBA']; None
hsa03400	['DNA repair and recombination proteins']	8	5.621600	0.509019	0.200498	0.889691	1.000000	1.000000	1.000000	0.999930	['GTF2H3', 'MMS19']; ['POLH', 'PRKDC', 'RAD23A', 'RAD9B', 'REV1', 'TOP3A']
hsa05224	['Breast cancer']	5	3.132390	0.674664	0.204448	0.907611	1.000000	1.000000	1.000000	0.999930	['NCOA3']; ['ERBB2', 'FGF7', 'SP1', 'WNT1']
hsa04920	['Adipocytokine signaling pathway']	3	1.568310	0.935752	0.205768	0.929471	1.000000	1.000000	1.000000	0.999930	['ACSBG2', 'PRKAA1']; ['PRKAG1']
hsa00520	['Amino sugar and nucleotide sugar metabolism']	2	0.846470	1.240469	0.205848	0.951170	1.000000	1.000000	1.000000	0.999930	['FUK', 'GMDS']; None
hsa05332	['Graft-versus-host disease']	1	0.237610	2.073333	0.211778	0.976040	1.000000	1.000000	1.000000	0.999930	None; ['CD28']
hsa05330	['Allograft rejection']	1	0.237060	2.076676	0.211798	0.976710	1.000000	1.000000	1.000000	0.999930	None; ['CD28']
hsa04010	['MAPK signaling pathway']	12	9.261980	0.373642	0.214108	0.866311	1.000000	1.000000	1.000000	0.999930	['CACNA1I', 'DUSP5', 'MEF2C', 'PAK2', 'TAB2']; ['CACNA2D3', 'CACNB3', 'ERBB2', 'FGF7', 'MAP3K12', 'MAPK7', 'MAPKAPK5']
hsa05140	['Leishmaniasis']	2	0.888110	1.171190	0.221618	0.942231	1.000000	1.000000	1.000000	0.999930	['STAT1', 'TAB2']; None
hsa00410	['beta-Alanine metabolism']	2	0.901310	1.149905	0.226228	0.945071	1.000000	1.000000	1.000000	0.999930	None; ['ALDH2', 'ALDH3A1']
hsa05017	['Spinocerebellar ataxia']	7	4.977620	0.491899	0.228408	0.877001	1.000000	1.000000	1.000000	0.999930	['ATXN10', 'ATXN2', 'GRM1', 'PSMD14']; ['ATP2A2', 'ATXN2', 'SP1']
hsa04710	['Circadian rhythm']	2	0.912560	1.132009	0.231438	0.938791	1.000000	1.000000	1.000000	0.999930	['PRKAA1']; ['PRKAG1']
hsa04657	['IL-17 signaling pathway']	2	0.919720	1.120733	0.234488	0.936431	1.000000	1.000000	1.000000	0.999930	['TAB2']; ['MAPK7']
hsa05203	['Viral carcinogenesis']	5	3.420540	0.547704	0.257157	0.872411	1.000000	1.000000	1.000000	0.999930	['CREB5', 'GTF2H3', 'HDAC4', 'HDAC5']; ['REL']
hsa00900	['Terpenoid backbone biosynthesis']	1	0.299640	1.738698	0.261037	0.964530	1.000000	1.000000	1.000000	0.999930	['FDPS']; None
hsa00061	['Fatty acid biosynthesis']	1	0.300140	1.736292	0.261587	0.964470	1.000000	1.000000	1.000000	0.999930	['ACSBG2']; None
hsa04964	['Proximal tubule bicarbonate reclamation']	1	0.301170	1.731350	0.264757	0.966150	1.000000	1.000000	1.000000	0.999930	['CA4']; None
hsa05410	['Hypertrophic cardiomyopathy (HCM)']	6	4.368290	0.457894	0.269507	0.859291	1.000000	1.000000	1.000000	0.999930	['PRKAA1']; ['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7', 'PRKAG1']
hsa00563	['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis']	1	0.314400	1.669327	0.270927	0.960700	1.000000	1.000000	1.000000	0.999930	['PIGU']; None
hsa05340	['Primary immunodeficiency']	1	0.314450	1.669097	0.272157	0.961220	1.000000	1.000000	1.000000	0.999930	['TNFRSF13B']; None
hsa04927	['Cortisol synthesis and secretion']	4	2.668720	0.583852	0.275627	0.873781	1.000000	1.000000	1.000000	0.999930	['CACNA1I', 'CREB5', 'LDLR']; ['SP1']
hsa05323	['Rheumatoid arthritis']	2	1.035950	0.949046	0.276397	0.913241	1.000000	1.000000	1.000000	0.999930	None; ['CD28', 'CTLA4']
hsa05016	['Huntington disease']	7	5.283160	0.405954	0.277007	0.840742	1.000000	0.988139	1.000000	0.999930	['CREB5', 'PSMD14']; ['KLC3', 'NDUFA11', 'SIN3A', 'SP1', 'TUBA1A']
hsa00450	['Selenocompound metabolism']	1	0.326170	1.616304	0.281917	0.959680	1.000000	1.000000	1.000000	0.999930	['CTH']; None
hsa01006	['Prenyltransferases']	1	0.328860	1.604455	0.283637	0.958540	1.000000	1.000000	1.000000	0.999930	['FDPS']; None
hsa04919	['Thyroid hormone signaling pathway']	5	3.567340	0.487079	0.284577	0.853861	1.000000	0.995383	1.000000	0.999930	['NCOA3', 'SLC16A10', 'STAT1']; ['ATP2A2', 'SIN3A']
hsa00561	['Glycerolipid metabolism']	3	1.873900	0.678919	0.286807	0.887491	1.000000	1.000000	1.000000	0.999930	['DGKA', 'PLPP2']; ['ALDH2']
hsa04931	['Insulin resistance']	4	2.710560	0.561409	0.287177	0.866101	1.000000	1.000000	1.000000	0.999930	['CREB5', 'PRKAA1']; ['PPP1CC', 'PRKAG1']
hsa04211	['Longevity regulating pathway']	4	2.717420	0.557762	0.287597	0.865721	1.000000	1.000000	1.000000	0.999930	['CREB5', 'EHMT1', 'PRKAA1']; ['PRKAG1']
hsa03029	['Mitochondrial biogenesis']	8	6.298930	0.344893	0.293527	0.823332	1.000000	0.983066	1.000000	0.999930	['MAP1LC3A', 'PRKAA1']; ['C12orf65', 'DARS2', 'ERAL1', 'MCU', 'MSS51', 'SP1']
hsa04934	['Cushing syndrome']	6	4.515190	0.410176	0.296027	0.835472	1.000000	0.986886	1.000000	0.999930	['CACNA1I', 'CREB5', 'LDLR']; ['KMT2D', 'SP1', 'WNT1']
hsa00600	['Sphingolipid metabolism']	2	1.102480	0.859248	0.303397	0.903491	1.000000	1.000000	1.000000	0.999930	['GBA', 'PLPP2']; None
hsa03450	['Non-homologous end-joining']	1	0.360230	1.473010	0.305287	0.950350	1.000000	1.000000	1.000000	0.999930	None; ['PRKDC']
hsa04614	['Renin-angiotensin system']	1	0.397850	1.329703	0.330917	0.940671	1.000000	1.000000	1.000000	0.999930	['PREP']; None
hsa04620	['Toll-like receptor signaling pathway']	2	1.188660	0.750664	0.333317	0.886171	1.000000	1.000000	1.000000	0.999930	['STAT1', 'TAB2']; None
hsa00350	['Tyrosine metabolism']	1	0.402800	1.311864	0.334467	0.939681	1.000000	1.000000	1.000000	0.999930	None; ['ALDH3A1']
hsa00536	['Glycosaminoglycan binding proteins']	7	5.665910	0.305047	0.338157	0.794442	1.000000	0.965541	1.000000	0.999930	['NTN1', 'THBS3', 'TNR']; ['FGF7', 'HPSE2', 'SERPINC1', 'WNT1']
hsa01524	['Platinum drug resistance']	2	1.220700	0.712291	0.345377	0.876261	1.000000	1.000000	1.000000	0.999930	None; ['ERBB2', 'POLH']
hsa04910	['Insulin signaling pathway']	4	2.971350	0.428881	0.346907	0.823672	1.000000	0.983066	1.000000	0.999930	['PKLR', 'PRKAA1']; ['PPP1CC', 'PRKAG1']
hsa03050	['Proteasome']	1	0.430580	1.215647	0.351336	0.930661	1.000000	1.000000	1.000000	0.999930	['PSMD14']; None
hsa04110	['Cell cycle']	3	2.120510	0.500551	0.355876	0.837152	1.000000	0.986886	1.000000	0.999930	['SFN']; ['ANAPC7', 'PRKDC']
hsa04031	['GTP-binding proteins']	4	3.043960	0.394051	0.362546	0.812292	1.000000	0.982596	1.000000	0.999930	['GNG7']; ['RAB34', 'RAB35', 'RHEBL1']
hsa04940	['Type I diabetes mellitus']	1	0.448850	1.155695	0.363846	0.926141	1.000000	1.000000	1.000000	0.999930	None; ['CD28']
hsa04146	['Peroxisome']	2	1.275530	0.648903	0.366876	0.865351	1.000000	1.000000	1.000000	0.999930	['DAO']; ['PEX13']
hsa00980	['Metabolism of xenobiotics by cytochrome P450']	1	0.466880	1.098876	0.366906	0.916151	1.000000	1.000000	1.000000	0.999930	None; ['ALDH3A1']
hsa04121	['Ubiquitin system']	18	16.336950	0.139858	0.368996	0.721253	1.000000	0.916540	1.000000	0.999930	['ABTB2', 'DCUN1D4', 'HECTD4', 'HERC1', 'MARCH10', 'NACC2', 'PSMD14', 'TRIM46']; ['ANAPC7', 'BIRC6', 'BRAP', 'FBXL18', 'FBXW10', 'KCTD13', 'RC3H1', 'UCHL5', 'USP34', 'USP42']
hsa05418	['Fluid shear stress and atherosclerosis']	3	2.204030	0.444819	0.379586	0.820452	1.000000	0.983066	1.000000	0.999930	['MEF2C', 'PRKAA1']; ['MAPK7']
hsa04977	['Vitamin digestion and absorption']	1	0.470390	1.088071	0.381106	0.921991	1.000000	1.000000	1.000000	0.999930	['CUBN']; None
hsa04975	['Fat digestion and absorption']	1	0.479190	1.061330	0.381436	0.916291	1.000000	1.000000	1.000000	0.999930	['PLPP2']; None
hsa04371	['Apelin signaling pathway']	6	4.992460	0.265212	0.381916	0.771862	1.000000	0.945755	1.000000	0.999930	['GNG7', 'HDAC4', 'HDAC5', 'MEF2C', 'PRKAA1']; ['PRKAG1']
hsa00790	['Folate biosynthesis']	1	0.480510	1.057362	0.388306	0.919421	1.000000	1.000000	1.000000	0.999930	None; ['GPHN']
hsa05130	['Pathogenic Escherichia coli infection']	5	4.084960	0.291606	0.388676	0.776312	1.000000	0.945755	1.000000	0.999930	['PAK2', 'TAB2', 'WIPF1']; ['CYTH3', 'TUBA1A']
hsa00982	['Drug metabolism - cytochrome P450']	1	0.492750	1.021072	0.388786	0.911871	1.000000	1.000000	1.000000	0.999930	None; ['ALDH3A1']
hsa03010	['Ribosome']	1	0.497890	1.006101	0.394636	0.912271	1.000000	1.000000	1.000000	0.999930	['RPL37']; None
hsa05012	['Parkinson disease']	5	4.124550	0.277691	0.395876	0.772342	1.000000	0.945755	1.000000	0.999930	['PSMD14']; ['KLC3', 'MCU', 'NDUFA11', 'TUBA1A']
hsa05132	['Salmonella infection']	5	4.127260	0.276744	0.396666	0.768492	1.000000	0.945755	1.000000	0.999930	['AHNAK2', 'TAB2', 'VPS33A']; ['CYTH3', 'KLC3']
hsa05145	['Toxoplasmosis']	3	2.311690	0.376015	0.409396	0.800462	1.000000	0.970761	1.000000	0.999930	['LDLR', 'STAT1', 'TAB2']; None
hsa04152	['AMPK signaling pathway']	4	3.268310	0.291455	0.413836	0.772582	1.000000	0.945755	1.000000	0.999930	['CREB5', 'PPP2R5C', 'PRKAA1']; ['PRKAG1']
hsa05144	['Malaria']	1	0.541960	0.883742	0.420776	0.899481	1.000000	1.000000	1.000000	0.999930	['THBS3']; None
hsa00531	['Glycosaminoglycan degradation']	1	0.542980	0.881029	0.430236	0.902251	1.000000	1.000000	1.000000	0.999930	None; ['HPSE2']
hsa04215	['Apoptosis - multiple species']	1	0.560770	0.834519	0.434036	0.892471	1.000000	1.000000	1.000000	0.999930	None; ['BIRC6']
hsa00564	['Glycerophospholipid metabolism']	3	2.483840	0.272390	0.455745	0.764932	1.000000	0.942015	1.000000	0.999930	['DGKA', 'PLPP2']; ['PEMT']
hsa05221	['Acute myeloid leukemia']	2	1.525390	0.390822	0.456145	0.805772	1.000000	0.978492	1.000000	0.999930	['JUP', 'RUNX1']; None
hsa05170	['Human immunodeficiency virus 1 infection']	5	4.447060	0.169076	0.459595	0.714903	1.000000	0.912164	1.000000	0.999930	['GNG7', 'PAK2', 'PDIA3', 'TAB2']; ['PDIA3']
hsa05163	['Human cytomegalovirus infection']	6	5.432750	0.143280	0.461245	0.699313	1.000000	0.912164	1.000000	0.999930	['CREB5', 'GNG7', 'PDIA3']; ['AKAP13', 'PDIA3', 'SP1']
hsa05204	['Chemical carcinogenesis']	1	0.630510	0.665409	0.468045	0.867681	1.000000	1.000000	1.000000	0.999930	None; ['ALDH3A1']
hsa03032	['DNA replication proteins']	2	1.587390	0.333343	0.471905	0.787242	1.000000	0.952578	1.000000	0.999930	None; ['PRKDC', 'TOP3A']
hsa05160	['Hepatitis C']	3	2.609290	0.201305	0.486235	0.735683	1.000000	0.927593	1.000000	0.999930	['LDLR', 'OAS2', 'STAT1']; None
hsa00380	['Tryptophan metabolism']	1	0.665340	0.587836	0.490385	0.858231	1.000000	0.999712	1.000000	0.999930	None; ['ALDH2']
hsa00270	['Cysteine and methionine metabolism']	1	0.677560	0.561579	0.495155	0.853491	1.000000	0.995383	1.000000	0.999930	['CTH']; None
hsa05226	['Gastric cancer']	4	3.663640	0.126722	0.502145	0.697993	1.000000	0.912164	1.000000	0.999930	['JUP']; ['ERBB2', 'FGF7', 'WNT1']
hsa04054	['Pattern recognition receptors']	1	0.697340	0.520066	0.504845	0.844932	1.000000	0.989763	1.000000	0.999930	['NLRP14']; None
hsa01522	['Endocrine resistance']	3	2.716350	0.143293	0.514985	0.712743	1.000000	0.912164	1.000000	0.999930	['NCOA3']; ['ERBB2', 'SP1']
hsa04068	['FoxO signaling pathway']	3	2.726380	0.137976	0.516905	0.709543	1.000000	0.912164	1.000000	0.999930	['GRM1', 'PRKAA1']; ['PRKAG1']
hsa00515	['Mannose type O-glycan biosynthesis']	1	0.698330	0.518019	0.516925	0.849062	1.000000	0.994430	1.000000	0.999930	['LARGE1']; None
hsa04261	['Adrenergic signaling in cardiomyocytes']	6	5.758590	0.059247	0.519735	0.646314	1.000000	0.901223	1.000000	0.999930	['CREB5', 'PPP2R5C']; ['ATP2A2', 'CACNA2D3', 'CACNB3', 'PPP1CC']
hsa03440	['Homologous recombination']	1	0.733630	0.446875	0.522465	0.831982	1.000000	0.986638	1.000000	0.999930	None; ['TOP3A']
hsa04141	['Protein processing in endoplasmic reticulum']	4	3.795990	0.075524	0.531755	0.670873	1.000000	0.912164	1.000000	0.999930	['MAN1C1', 'PDIA3']; ['PDIA3', 'RAD23A']
hsa05412	['Arrhythmogenic right ventricular cardiomyopathy (ARVC)']	5	4.808500	0.056341	0.533265	0.652073	1.000000	0.901223	1.000000	0.999930	['JUP']; ['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7']
hsa05321	['Inflammatory bowel disease (IBD)']	1	0.757420	0.400835	0.533875	0.824782	1.000000	0.983066	1.000000	0.999930	['STAT1']; None
hsa04622	['RIG-I-like receptor signaling pathway']	1	0.754050	0.407268	0.534285	0.826512	1.000000	0.983066	1.000000	0.999930	['TANK']; None
hsa04922	['Glucagon signaling pathway']	3	2.798420	0.100350	0.534905	0.694043	1.000000	0.912164	1.000000	0.999930	['CREB5', 'PRKAA1']; ['PRKAG1']
hsa05010	['Alzheimer disease']	7	6.874260	0.026151	0.536235	0.618974	1.000000	0.891808	1.000000	0.999930	['PSMD14']; ['ATP2A2', 'KLC3', 'MCU', 'NDUFA11', 'TUBA1A', 'WNT1']
hsa03011	['Ribosome']	1	0.774480	0.368700	0.539915	0.818862	1.000000	0.983066	1.000000	0.999930	['RPL37']; None
hsa04660	['T cell receptor signaling pathway']	3	2.834980	0.081624	0.542145	0.686163	1.000000	0.912164	1.000000	0.999930	['PAK2']; ['CD28', 'CTLA4']
hsa00512	['Mucin type O-glycan biosynthesis']	2	1.774390	0.172677	0.544425	0.743413	1.000000	0.932146	1.000000	0.999930	['GALNT15', 'GALNTL5']; None
hsa04213	['Longevity regulating pathway - multiple species']	2	1.811550	0.142775	0.547965	0.728933	1.000000	0.918072	1.000000	0.999930	['PRKAA1']; ['PRKAG1']
hsa04217	['Necroptosis']	2	1.823280	0.133464	0.549045	0.725733	1.000000	0.916540	1.000000	0.999930	['STAT1', 'VPS4A']; None
hsa05219	['Bladder cancer']	1	0.786290	0.346867	0.549605	0.814792	1.000000	0.982596	1.000000	0.999930	None; ['ERBB2']
hsa05212	['Pancreatic cancer']	2	1.838080	0.121800	0.553204	0.720403	1.000000	0.916540	1.000000	0.999930	['STAT1']; ['ERBB2']
hsa03110	['Chaperones and folding catalysts']	3	2.883580	0.057101	0.554244	0.673683	1.000000	0.912164	1.000000	0.999930	['PDIA3']; ['FKBP11', 'PDIA3']
hsa04145	['Phagosome']	2	1.867760	0.098691	0.559784	0.712923	1.000000	0.912164	1.000000	0.999930	['THBS3']; ['TUBA1A']
hsa04114	['Oocyte meiosis']	3	2.902060	0.047885	0.560354	0.670543	1.000000	0.912164	1.000000	0.999930	['PPP2R5C']; ['ANAPC7', 'PPP1CC']
hsa04928	['Parathyroid hormone synthesis, secretion and action']	4	3.976390	0.008541	0.567814	0.633754	1.000000	0.894389	1.000000	0.999930	['CREB5', 'MEF2C']; ['AKAP13', 'SP1']
hsa05206	['MicroRNAs in cancer']	5	5.016850	-0.004854	0.568684	0.612574	1.000000	0.889077	1.000000	0.999930	['HDAC4', 'HDAC5', 'TNR']; ['ERBB2', 'MAPK7']
hsa04915	['Estrogen signaling pathway']	4	4.005550	-0.002000	0.575244	0.627604	1.000000	0.894389	1.000000	0.999930	['CREB5', 'GRM1', 'NCOA3']; ['SP1']
hsa04810	['Regulation of actin cytoskeleton']	6	6.105310	-0.025102	0.575874	0.588974	1.000000	0.886002	1.000000	0.999930	['GIT1', 'PAK2']; ['ARHGEF4', 'FGF7', 'ITGB7', 'PPP1CC']
hsa04921	['Oxytocin signaling pathway']	7	7.133570	-0.027269	0.578234	0.578024	1.000000	0.886002	1.000000	0.999930	['MEF2C', 'PRKAA1']; ['CACNA2D3', 'CACNB3', 'MAPK7', 'PPP1CC', 'PRKAG1']
hsa04260	['Cardiac muscle contraction']	3	2.958700	0.019999	0.580614	0.657043	1.000000	0.901223	1.000000	0.999930	None; ['ATP2A2', 'CACNA2D3', 'CACNB3']
hsa04976	['Bile secretion']	2	2.007880	-0.005673	0.601624	0.675043	1.000000	0.912164	1.000000	0.999930	['LDLR', 'NR0B2']; None
hsa05166	['Human T-cell leukemia virus 1 infection']	4	4.159210	-0.056310	0.602124	0.597884	1.000000	0.886002	1.000000	0.999930	['CREB5', 'FDPS']; ['ANAPC7', 'XPO1']
hsa03012	['Translation factors']	1	0.916390	0.125966	0.604044	0.767402	1.000000	0.945755	1.000000	0.999930	None; ['EIF5B']
hsa04659	['Th17 cell differentiation']	2	2.034050	-0.024355	0.607364	0.666943	1.000000	0.904005	1.000000	0.999930	['RUNX1', 'STAT1']; None
hsa05161	['Hepatitis B']	3	3.112680	-0.053195	0.607404	0.623074	1.000000	0.894389	1.000000	0.999930	['CREB5', 'STAT1', 'TAB2']; None
hsa04668	['TNF signaling pathway']	2	2.029690	-0.021259	0.608274	0.669253	1.000000	0.912164	1.000000	0.999930	['CREB5', 'TAB2']; None
