Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa04510	['Focal adhesion']	3	2.029480	0.563852	0.329687	0.855211	1.000000	1.000000	1.000000	0.999720	['COL4A4', 'PAK2', 'THBS3']
hsa04070	['Phosphatidylinositol signaling system']	2	1.201360	0.735331	0.339847	0.885071	1.000000	1.000000	1.000000	0.999720	['ITPR1', 'PI4K2A']
hsa04920	['Adipocytokine signaling pathway']	1	0.414410	1.270869	0.342877	0.936771	1.000000	1.000000	1.000000	0.999720	['CD36']
hsa03015	['mRNA surveillance pathway']	1	0.421430	1.246635	0.346337	0.933981	1.000000	1.000000	1.000000	0.999720	['PPP2R5C']
hsa04934	['Cushing syndrome']	2	1.235160	0.695302	0.349967	0.874611	1.000000	1.000000	1.000000	0.999720	['CACNA1I', 'ITPR1']
hsa05211	['Renal cell carcinoma']	1	0.431560	1.212367	0.352856	0.930921	1.000000	1.000000	1.000000	0.999720	['PAK2']
hsa05017	['Spinocerebellar ataxia']	2	1.316980	0.602767	0.381556	0.856771	1.000000	1.000000	1.000000	0.999720	['GRM1', 'ITPR1']
hsa04064	['NF-kappa B signaling pathway']	1	0.475430	1.072695	0.382876	0.919491	1.000000	1.000000	1.000000	0.999720	['TAB2']
hsa05162	['Measles']	1	0.482230	1.052207	0.384876	0.916371	1.000000	1.000000	1.000000	0.999720	['TAB2']
hsa05033	['Nicotine addiction']	1	0.493980	1.017475	0.388976	0.911191	1.000000	1.000000	1.000000	0.999720	['GABRB3']
hsa05165	['Human papillomavirus infection']	3	2.278090	0.397138	0.398766	0.807622	1.000000	1.000000	1.000000	0.999720	['COL4A4', 'PPP2R5C', 'THBS3']
hsa04668	['TNF signaling pathway']	1	0.530870	0.913569	0.415416	0.902021	1.000000	1.000000	1.000000	0.999720	['TAB2']
hsa04659	['Th17 cell differentiation']	1	0.540090	0.888728	0.420186	0.898721	1.000000	1.000000	1.000000	0.999720	['IRF4']
hsa04625	['C-type lectin receptor signaling pathway']	1	0.555070	0.849258	0.429696	0.894721	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04742	['Taste transduction']	1	0.568430	0.814945	0.439966	0.891461	1.000000	1.000000	1.000000	0.999720	['GRM1']
hsa04662	['B cell receptor signaling pathway']	1	0.572790	0.803922	0.439986	0.889301	1.000000	1.000000	1.000000	0.999720	['LILRA4']
hsa05131	['Shigellosis']	2	1.482290	0.432172	0.440506	0.815772	1.000000	1.000000	1.000000	0.999720	['ITPR1', 'TAB2']
hsa05163	['Human cytomegalovirus infection']	2	1.485870	0.428692	0.440756	0.815502	1.000000	1.000000	1.000000	0.999720	['CCR3', 'ITPR1']
hsa04728	['Dopaminergic synapse']	2	1.491850	0.422898	0.442946	0.814642	1.000000	1.000000	1.000000	0.999720	['ITPR1', 'PPP2R5C']
hsa05418	['Fluid shear stress and atherosclerosis']	1	0.585450	0.772382	0.447496	0.884721	1.000000	1.000000	1.000000	0.999720	['MEF2C']
hsa05145	['Toxoplasmosis']	1	0.603300	0.729053	0.457665	0.879221	1.000000	1.000000	1.000000	0.999720	['TAB2']
hsa04721	['Synaptic vesicle cycle']	1	0.620940	0.687474	0.467405	0.872901	1.000000	1.000000	1.000000	0.999720	['STX2']
hsa04210	['Apoptosis']	1	0.635370	0.654331	0.473995	0.867161	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04974	['Protein digestion and absorption']	1	0.634870	0.655467	0.475285	0.868881	1.000000	1.000000	1.000000	0.999720	['COL4A4']
hsa00537	['Glycosylphosphatidylinositol (GPI)-anchored proteins']	1	0.620220	0.689148	0.478535	0.878821	1.000000	1.000000	1.000000	0.999720	['NCAM2']
hsa04810	['Regulation of actin cytoskeleton']	2	1.603920	0.318398	0.479595	0.783962	1.000000	1.000000	1.000000	0.999720	['BAIAP2', 'PAK2']
hsa05222	['Small cell lung cancer']	1	0.712360	0.489322	0.515265	0.842032	1.000000	1.000000	1.000000	0.999720	['COL4A4']
hsa04971	['Gastric acid secretion']	1	0.712250	0.489544	0.515455	0.841402	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04918	['Thyroid hormone synthesis']	1	0.721140	0.471649	0.520995	0.838412	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04144	['Endocytosis']	2	1.741060	0.200034	0.523965	0.747693	1.000000	1.000000	1.000000	0.999720	['GRK4', 'VPS4A']
hsa04068	['FoxO signaling pathway']	1	0.734510	0.445146	0.524625	0.833632	1.000000	1.000000	1.000000	0.999720	['GRM1']
hsa05215	['Prostate cancer']	1	0.734030	0.446089	0.524895	0.833842	1.000000	1.000000	1.000000	0.999720	['ERG']
hsa03016	['Transfer RNA biogenesis']	1	0.742540	0.429459	0.528045	0.829042	1.000000	1.000000	1.000000	0.999720	['PUS7L']
hsa04724	['Glutamatergic synapse']	2	1.749700	0.192892	0.528875	0.745933	1.000000	1.000000	1.000000	0.999720	['GRM1', 'ITPR1']
hsa04931	['Insulin resistance']	1	0.744500	0.425656	0.531015	0.830342	1.000000	1.000000	1.000000	0.999720	['CD36']
hsa05169	['Epstein-Barr virus infection']	1	0.759200	0.397448	0.534615	0.824582	1.000000	1.000000	1.000000	0.999720	['TAB2']
hsa04660	['T cell receptor signaling pathway']	1	0.757250	0.401158	0.534855	0.825262	1.000000	1.000000	1.000000	0.999720	['PAK2']
hsa04151	['PI3K-Akt signaling pathway']	3	2.788520	0.105463	0.535555	0.697213	1.000000	1.000000	1.000000	0.999720	['COL4A4', 'PPP2R5C', 'THBS3']
hsa04922	['Glucagon signaling pathway']	1	0.755120	0.405222	0.536505	0.826272	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa00562	['Inositol phosphate metabolism']	1	0.768990	0.378963	0.544775	0.822732	1.000000	1.000000	1.000000	0.999720	['PI4K2A']
hsa04933	['AGE-RAGE signaling pathway in diabetic complications']	1	0.799640	0.322577	0.555714	0.809432	1.000000	1.000000	1.000000	0.999720	['COL4A4']
hsa05161	['Hepatitis B']	1	0.833350	0.263006	0.570394	0.797982	1.000000	1.000000	1.000000	0.999720	['TAB2']
hsa05146	['Amoebiasis']	1	0.862060	0.214140	0.583974	0.787552	1.000000	1.000000	1.000000	0.999720	['COL4A4']
hsa04024	['cAMP signaling pathway']	2	1.953560	0.033894	0.586704	0.688253	1.000000	1.000000	1.000000	0.999720	['PDE3A', 'RYR2']
hsa04970	['Salivary secretion']	1	0.896620	0.157431	0.603534	0.774552	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04140	['Autophagy - animal']	1	0.923290	0.115144	0.609194	0.764852	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04520	['Adherens junction']	1	0.919310	0.121377	0.610554	0.765272	1.000000	1.000000	1.000000	0.999720	['BAIAP2']
hsa04912	['GnRH signaling pathway']	1	0.933680	0.099000	0.614554	0.760792	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04080	['Neuroactive ligand-receptor interaction']	2	2.061540	-0.043722	0.617414	0.658973	1.000000	1.000000	1.000000	0.999720	['GABRB3', 'GRM1']
hsa05203	['Viral carcinogenesis']	1	0.950460	0.073302	0.620074	0.753892	1.000000	1.000000	1.000000	0.999720	['CCR3']
hsa04911	['Insulin secretion']	1	0.953710	0.068377	0.624694	0.753332	1.000000	1.000000	1.000000	0.999720	['RYR2']
hsa04150	['mTOR signaling pathway']	1	0.976800	0.033865	0.630904	0.745233	1.000000	1.000000	1.000000	0.999720	['TBC1D7']
hsa04926	['Relaxin signaling pathway']	1	0.993730	0.009074	0.634264	0.737453	1.000000	1.000000	1.000000	0.999720	['COL4A4']
hsa04750	['Inflammatory mediator regulation of TRP channels']	1	1.000590	-0.000851	0.638984	0.735173	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04727	['GABAergic synapse']	1	1.015900	-0.022758	0.643494	0.730893	1.000000	1.000000	1.000000	0.999720	['GABRB3']
hsa04012	['ErbB signaling pathway']	1	1.032140	-0.045639	0.652503	0.723173	1.000000	1.000000	1.000000	0.999720	['PAK2']
hsa00230	['Purine metabolism']	1	1.061000	-0.085425	0.660173	0.713073	1.000000	1.000000	1.000000	0.999720	['PDE3A']
hsa04071	['Sphingolipid signaling pathway']	1	1.089170	-0.123229	0.670373	0.702473	1.000000	1.000000	1.000000	0.999720	['PPP2R5C']
hsa05012	['Parkinson disease']	1	1.087780	-0.121387	0.672853	0.703393	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04611	['Platelet activation']	1	1.171770	-0.228689	0.698403	0.670533	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04514	['Cell adhesion molecules (CAMs)']	1	1.180110	-0.238921	0.704623	0.668503	1.000000	1.000000	1.000000	0.999720	['NCAM2']
hsa04935	['Growth hormone synthesis, secretion and action']	1	1.217040	-0.283377	0.711853	0.655943	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04725	['Cholinergic synapse']	1	1.293980	-0.371815	0.733773	0.627154	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa04515	['Cell adhesion molecules']	2	2.666790	-0.415104	0.750922	0.504575	1.000000	1.000000	1.000000	0.999720	['CDH19', 'NCAM2']
hsa04270	['Vascular smooth muscle contraction']	1	1.376460	-0.460963	0.757562	0.594564	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa05016	['Huntington disease']	1	1.418380	-0.504244	0.762352	0.582974	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa03400	['DNA repair and recombination proteins']	1	1.504510	-0.589294	0.783742	0.555864	1.000000	1.000000	1.000000	0.999720	['POLN']
hsa01002	['Peptidases and inhibitors']	3	4.123070	-0.458756	0.789622	0.403076	1.000000	1.000000	1.000000	0.999720	['CAD', 'NAALADL2', 'PCSK2']
hsa04072	['Phospholipase D signaling pathway']	1	1.555170	-0.637072	0.798752	0.534455	1.000000	1.000000	1.000000	0.999720	['GRM1']
hsa05205	['Proteoglycans in cancer']	1	1.644530	-0.717675	0.814032	0.506165	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa05010	['Alzheimer disease']	1	1.857220	-0.893145	0.850331	0.441436	1.000000	1.000000	1.000000	0.999720	['ITPR1']
hsa01003	['Glycosyltransferases']	1	1.853880	-0.890548	0.850511	0.441506	1.000000	1.000000	1.000000	0.999720	['CHST11']
hsa03019	['Messenger RNA biogenesis']	1	1.904260	-0.929230	0.855331	0.428256	1.000000	1.000000	1.000000	0.999720	['DDX60']
hsa04014	['Ras signaling pathway']	1	1.906930	-0.931252	0.856831	0.424776	1.000000	1.000000	1.000000	0.999720	['PAK2']
hsa04360	['Axon guidance']	1	2.256440	-1.174048	0.902821	0.329777	1.000000	1.000000	1.000000	0.999720	['PAK2']
hsa04121	['Ubiquitin system']	2	4.364050	-1.125668	0.938181	0.179358	1.000000	0.813830	1.000000	0.999720	['TRIM54', 'ZBTB11']
hsa05200	['Pathways in cancer']	1	3.592800	-1.845109	0.975600	0.118529	1.000000	0.427253	1.000000	0.999720	['COL4A4']
hsa00480	['Glutathione metabolism']	0	0.098610		1.000000	0.906071	1.000000	1.000000	1.000000	0.999720	None
hsa00450	['Selenocompound metabolism']	0	0.081870		1.000000	0.921061	1.000000	1.000000	1.000000	0.999720	None
hsa05034	['Alcoholism']	0	0.812830		1.000000	0.438736	1.000000	1.000000	1.000000	0.999720	None
hsa05030	['Cocaine addiction']	0	0.370690		1.000000	0.686503	1.000000	1.000000	1.000000	0.999720	None
hsa05031	['Amphetamine addiction']	0	0.726980		1.000000	0.475075	1.000000	1.000000	1.000000	0.999720	None
hsa04091	['Lectins']	0	0.298740		1.000000	0.741003	1.000000	1.000000	1.000000	0.999720	None
hsa05100	['Bacterial invasion of epithelial cells']	0	0.695420		1.000000	0.488925	1.000000	1.000000	1.000000	0.999720	None
hsa05120	['Epithelial cell signaling in Helicobacter pylori infection']	0	0.382880		1.000000	0.678833	1.000000	1.000000	1.000000	0.999720	None
hsa00430	['Taurine and hypotaurine metabolism']	0	0.054740		1.000000	0.946301	1.000000	1.000000	1.000000	0.999720	None
hsa00410	['beta-Alanine metabolism']	0	0.239930		1.000000	0.782362	1.000000	1.000000	1.000000	0.999720	None
hsa00380	['Tryptophan metabolism']	0	0.168740		1.000000	0.844332	1.000000	1.000000	1.000000	0.999720	None
hsa05133	['Pertussis']	0	0.208470		1.000000	0.811182	1.000000	1.000000	1.000000	0.999720	None
hsa05134	['Legionellosis']	0	0.124010		1.000000	0.882911	1.000000	1.000000	1.000000	0.999720	None
hsa00360	['Phenylalanine metabolism']	0	0.040740		1.000000	0.959960	1.000000	1.000000	1.000000	0.999720	None
hsa00350	['Tyrosine metabolism']	0	0.101280		1.000000	0.902991	1.000000	1.000000	1.000000	0.999720	None
hsa05142	['Chagas disease (American trypanosomiasis)']	0	0.628590		1.000000	0.528465	1.000000	1.000000	1.000000	0.999720	None
hsa05143	['African trypanosomiasis']	0	0.286020		1.000000	0.746853	1.000000	1.000000	1.000000	0.999720	None
hsa05110	['Vibrio cholerae infection']	0	0.312130		1.000000	0.729103	1.000000	1.000000	1.000000	0.999720	None
hsa00510	['N-Glycan biosynthesis']	0	0.334870		1.000000	0.712943	1.000000	1.000000	1.000000	0.999720	None
hsa05014	['Amyotrophic lateral sclerosis (ALS)']	0	0.373320		1.000000	0.684853	1.000000	1.000000	1.000000	0.999720	None
hsa00340	['Histidine metabolism']	0	0.059800		1.000000	0.941621	1.000000	1.000000	1.000000	0.999720	None
hsa04932	['Non-alcoholic fatty liver disease (NAFLD)']	0	0.574320		1.000000	0.560284	1.000000	1.000000	1.000000	0.999720	None
