Id	FunctionName	obs_n	perm_mean_n	perm_sem	enrich(log2)	u_95%(CI)	l_95%(CI)	p_enrich	fdr_enrich	BHfdr_enrich	p_deplete	fdr_deplete	BHfdr_deplete	Genes
hsa05170	['Human immunodeficiency virus 1 infection']	28	17.69586000	0.00737214	0.66201495	0.66321651	0.66081239	0.00759992	0.17864700	0.22900079	0.99600004	1.00000000	0.99999000	['AKT3', 'B2M', 'CCNB2', 'CD3D', 'CD3G', 'GNG7', 'HLA-A', 'MAPK14', 'NFATC2', 'PAK2', 'PDIA3', 'PRKCA', 'PRKCB', 'RIPK1', 'TAB2']; ['AKT2', 'CHUK', 'GNAO1', 'ITPR2', 'NFATC3', 'NFKB1', 'PDIA3', 'PPP3CB', 'PXN', 'RAC1', 'RELA', 'RPS6KB1', 'TAB2']
hsa05140	['Leishmaniasis']	9	3.58470000	0.00504243	1.32807262	1.33212566	1.32400815	0.00775992	0.17864700	0.22900079	0.99775002	1.00000000	0.99999000	['MAPK14', 'NFKBIB', 'PRKCB', 'STAT1', 'TAB2']; ['IL12A', 'NFKB1', 'RELA', 'TAB2']
hsa00010	['Glycolysis / Gluconeogenesis']	8	2.87641000	0.00484373	1.47573067	1.48058136	1.47086362	0.00795992	0.17864700	0.22900079	0.99770002	1.00000000	0.99999000	['HKDC1', 'PGAM1', 'PKLR']; ['ALDH2', 'ALDH3A1', 'ALDH3A2', 'ALDOC', 'GALM']
hsa04622	['RIG-I-like receptor signaling pathway']	8	3.09033000	0.00486826	1.37223910	1.37677736	1.36768651	0.00937991	0.17864700	0.23982510	0.99744003	1.00000000	0.99999000	['MAPK14', 'NFKBIB', 'RIPK1', 'TANK']; ['CHUK', 'IL12A', 'NFKB1', 'RELA']
hsa05168	['Herpes simplex virus 1 infection']	27	16.52188000	0.00751199	0.70858155	0.70989285	0.70726905	0.00962990	0.17864700	0.23982510	0.99462005	1.00000000	0.99999000	['AKT3', 'B2M', 'HLA-A', 'OAS2', 'PDIA3', 'RNASEL', 'SP100', 'STAT1', 'TAB2', 'ZNF205', 'ZNF282', 'ZNF679']; ['AKT2', 'CHUK', 'EIF2B1', 'IL12A', 'NFKB1', 'PDIA3', 'PPP1CC', 'RELA', 'SRC', 'SRSF7', 'TAB2', 'ZNF141', 'ZNF200', 'ZNF689', 'ZNF764']
hsa00600	['Sphingolipid metabolism']	10	4.44165000	0.00528541	1.17083238	1.17426182	1.16739478	0.01025990	0.17864700	0.23982510	0.99658003	1.00000000	0.99999000	['CERS6', 'GBA', 'GLB1', 'PLPP2', 'SGPL1', 'SPTLC3']; ['CERS2', 'CERS5', 'SGMS1', 'SMPD3']
hsa03009	['Ribosome biogenesis']	20	11.72976000	0.00671316	0.76982650	0.77147692	0.76817420	0.01164988	0.17864700	0.25629744	0.99456005	1.00000000	0.99999000	['DBR1', 'HSPA8', 'MDN1', 'NIP7', 'RBM19', 'REXO1', 'REXO4', 'RRP12', 'SNU13', 'TFB1M', 'UTP4', 'WDR36']; ['DDX10', 'DDX55', 'GNL2', 'MDN1', 'NOP58', 'RRP12', 'URB2', 'XPO1']
hsa05164	['Influenza A']	17	9.52803000	0.00639665	0.83528489	0.83722070	0.83334647	0.01245988	0.17864700	0.25888852	0.99433006	1.00000000	0.99999000	['AKT3', 'FDPS', 'NFKBIB', 'OAS2', 'PRKCA', 'PRKCB', 'RNASEL', 'STAT1']; ['AKT2', 'CDK4', 'CHUK', 'HNRNPUL1', 'IL12A', 'KPNA6', 'NFKB1', 'RELA', 'XPO1']
hsa05418	['Fluid shear stress and atherosclerosis']	16	8.88365000	0.00628481	0.84884745	0.85088730	0.84680471	0.01348987	0.17864700	0.26553734	0.99367006	1.00000000	0.99999000	['AKT3', 'MAP3K5', 'MAPK14', 'MEF2C', 'PRKAA1']; ['ACVR2A', 'AKT2', 'CHUK', 'MAP2K5', 'MAPK7', 'NFKB1', 'PRKAA2', 'RAC1', 'RELA', 'SRC', 'SUMO1']
hsa04662	['B cell receptor signaling pathway']	15	8.39388000	0.00612769	0.83755276	0.83965761	0.83544483	0.01558984	0.18371250	0.27947721	0.99324007	1.00000000	0.99999000	['AKT3', 'NFATC2', 'NFKBIB', 'PRKCB', 'VAV2']; ['AKT2', 'BLNK', 'CHUK', 'DAPP1', 'NFATC3', 'NFKB1', 'PPP3CB', 'RAC1', 'RELA', 'VAV2']
hsa05145	['Toxoplasmosis']	16	9.18111000	0.00627672	0.80133141	0.80330268	0.79935745	0.01624984	0.18371250	0.27947721	0.99257007	1.00000000	0.99999000	['AKT3', 'HSPA8', 'LAMB4', 'LDLR', 'MAPK14', 'NFKBIB', 'PDPK1', 'STAT1', 'TAB2']; ['AKT2', 'CHUK', 'GNAO1', 'IL12A', 'NFKB1', 'RELA', 'TAB2']
hsa03008	['Ribosome biogenesis in eukaryotes']	9	4.07455000	0.00517640	1.14328427	1.14694528	1.13961394	0.01643984	0.18371250	0.27947721	0.99432006	1.00000000	0.99999000	['MDN1', 'REXO1', 'SNU13', 'UTP4', 'WDR36']; ['GNL2', 'MDN1', 'NOP58', 'XPO1']
hsa04672	['Intestinal immune network for IgA production']	5	1.58349000	0.00417712	1.65882034	1.66641176	1.65118876	0.02006980	0.20892652	0.32635239	0.99530005	1.00000000	0.99999000	['TNFRSF13B', 'TNFSF13B']; ['CD28', 'ICOS', 'ITGB7']
hsa05130	['Pathogenic Escherichia coli infection']	25	16.51450000	0.00732674	0.59819480	0.59947435	0.59691412	0.02190978	0.21856667	0.34142742	0.98734013	1.00000000	0.99999000	['BAIAP2', 'CLDN17', 'FYN', 'MAPK14', 'MYH9', 'MYO1D', 'MYO1E', 'NFKBIB', 'PAK2', 'RIPK1', 'SEC24B', 'TAB2', 'WIPF1']; ['BAIAP2L1', 'CHUK', 'CYTH3', 'MYH10', 'NCK1', 'NFKB1', 'RAC1', 'RELA', 'TAB2', 'TUBA1A', 'TUBA1B', 'WASF2']
hsa00051	['Fructose and mannose metabolism']	6	2.46400000	0.00444148	1.28396024	1.28915194	1.27874979	0.02349977	0.22721240	0.35040573	0.99409006	1.00000000	0.99999000	['FUK', 'GMDS', 'HKDC1', 'MPI', 'SORD']; ['ALDOC']
hsa03016	['Transfer RNA biogenesis']	18	11.09991000	0.00661298	0.69744893	0.69916693	0.69572888	0.02435976	0.22907462	0.35040573	0.98771012	1.00000000	0.99999000	['CDKAL1', 'ELP3', 'FARS2', 'NARS', 'TNPO3', 'TSEN15', 'URM1']; ['AARS2', 'AIMP2', 'ATE1', 'CDKAL1', 'DARS2', 'IARS', 'LCMT2', 'PUS10', 'WARS', 'XPO1', 'XPO5']
hsa05203	['Viral carcinogenesis']	21	13.64348000	0.00693216	0.62217765	0.62364296	0.62071086	0.02659973	0.24273074	0.36845557	0.98578014	1.00000000	0.99999000	['CREB5', 'GTF2H3', 'HDAC4', 'HDAC5', 'HDAC9', 'HIST1H2BD', 'HLA-A', 'SCIN', 'SCRIB', 'SP100', 'VAC14']; ['CDK4', 'GTF2H3', 'NFKB1', 'PXN', 'RAC1', 'RBPJ', 'REL', 'RELA', 'SND1', 'SRC']
hsa05135	['Yersinia infection']	20	12.99635000	0.00681188	0.62189350	0.62340505	0.62038036	0.02844972	0.24904429	0.37683347	0.98512015	1.00000000	0.99999000	['AKT3', 'ARHGEF28', 'BAIAP2', 'DOCK1', 'MAPK14', 'NFATC2', 'TAB2', 'VAV2', 'WIPF1']; ['AKT2', 'CHUK', 'NFATC3', 'NFKB1', 'PXN', 'RAC1', 'RELA', 'SRC', 'TAB2', 'VAV2', 'WASF2']
hsa04621	['NOD-like receptor signaling pathway']	18	11.35199000	0.00664150	0.66505168	0.66673880	0.66336259	0.02921971	0.24904429	0.37683347	0.98494015	1.00000000	0.99999000	['CARD6', 'CARD8', 'MAPK14', 'NFKBIB', 'NLRP7', 'OAS2', 'RIPK1', 'RNASEL', 'STAT1', 'TAB2', 'TANK']; ['CHUK', 'ITPR2', 'MCU', 'NEK7', 'NFKB1', 'RELA', 'TAB2']
hsa04931	['Insulin resistance']	17	10.69096000	0.00647783	0.66914334	0.67089059	0.66739397	0.03070969	0.25042067	0.37901850	0.98529015	1.00000000	0.99999000	['ACACB', 'AKT3', 'CREB5', 'GFPT2', 'PDPK1', 'PPP1R3C', 'PRKAA1', 'PRKCB', 'PRKCE']; ['AKT2', 'NFKB1', 'PPP1CC', 'PRKAA2', 'PRKAG1', 'PRKCE', 'RELA', 'RPS6KB1']
hsa04657	['IL-17 signaling pathway']	8	3.77533000	0.00511455	1.08339724	1.08730088	1.07948302	0.03199968	0.25405129	0.37901850	0.98864011	1.00000000	0.99999000	['IL13', 'MAPK14', 'TAB2']; ['CHUK', 'MAPK7', 'NFKB1', 'RELA', 'TAB2']
hsa05163	['Human cytomegalovirus infection']	30	21.53955000	0.00770604	0.47797439	0.47900631	0.47694174	0.03311967	0.25634125	0.37901850	0.98036020	1.00000000	0.99999000	['AKT3', 'B2M', 'CREB5', 'GNG7', 'HLA-A', 'MAPK14', 'NFATC2', 'PDIA3', 'PRKCA', 'PRKCB', 'RIPK1']; ['AKAP13', 'AKT2', 'CDK4', 'CHUK', 'EGFR', 'GNAO1', 'ITPR2', 'NFATC3', 'NFKB1', 'PDIA3', 'PPP3CB', 'PTGER2', 'PTGER4', 'PXN', 'RAC1', 'RELA', 'RPS6KB1', 'SP1', 'SRC']
hsa00970	['Aminoacyl-tRNA biosynthesis']	8	3.92177000	0.00509293	1.02849507	1.03223727	1.02474314	0.03444966	0.26352848	0.37901850	0.98833012	1.00000000	0.99999000	['FARS2', 'GATC', 'NARS']; ['AARS2', 'DARS2', 'GATB', 'IARS', 'WARS']
hsa00520	['Amino sugar and nucleotide sugar metabolism']	7	3.31152000	0.00482232	1.07986135	1.08405702	1.07565344	0.03523965	0.26352848	0.37901850	0.98914011	1.00000000	0.99999000	['CYB5RL', 'FUK', 'GFPT2', 'GMDS', 'HKDC1', 'MPI']; ['CYB5RL']
hsa04623	['Cytosolic DNA-sensing pathway']	5	1.83474000	0.00432440	1.44635246	1.45313721	1.43953565	0.03546965	0.26352848	0.37901850	0.99068009	1.00000000	0.99999000	['NFKBIB', 'RIPK1']; ['CHUK', 'NFKB1', 'RELA']
hsa05221	['Acute myeloid leukemia']	11	6.14397000	0.00573291	0.84026045	0.84295028	0.83756559	0.03851961	0.26581972	0.39486131	0.98344017	1.00000000	0.99999000	['AKT3', 'JUP', 'PER2', 'RUNX1']; ['AKT2', 'CHUK', 'LEF1', 'NFKB1', 'RELA', 'RPS6KB1', 'RUNX1T1']
hsa05340	['Primary immunodeficiency']	4	1.31129000	0.00397247	1.60901322	1.61772795	1.60024552	0.04003960	0.26840730	0.39486131	0.99117009	1.00000000	0.99999000	['CD3D', 'TNFRSF13B']; ['BLNK', 'ICOS']
hsa04612	['Antigen processing and presentation']	5	1.87689000	0.00436916	1.41358400	1.42028523	1.40685148	0.04011960	0.26840730	0.39486131	0.98884011	1.00000000	0.99999000	['B2M', 'HLA-A', 'HSPA8', 'PDIA3']; ['PDIA3']
hsa03021	['Transcription machinery']	26	18.40642000	0.00750483	0.49830257	0.49947855	0.49712563	0.04161958	0.26840730	0.39912114	0.97481025	1.00000000	0.99999000	['AFF3', 'ARID1A', 'GPN2', 'GTF2H3', 'MED9', 'SF3B3', 'SUPT6H', 'TAF3']; ['AFF1', 'ARID1A', 'ARID2', 'ATXN7', 'BRD4', 'CCNT1', 'CHD1', 'CSRNP2', 'DRAP1', 'ERCC2', 'GPN2', 'GPN3', 'GTF2H3', 'MED12L', 'NELFA', 'PPP1CC', 'SGF29', 'SYMPK']
hsa04920	['Adipocytokine signaling pathway']	11	6.31784000	0.00574691	0.80000022	0.80262247	0.79737319	0.04344957	0.27382425	0.40625344	0.98073019	1.00000000	0.99999000	['ACACB', 'ACSBG2', 'AKT3', 'NFKBIB', 'PRKAA1']; ['AKT2', 'CHUK', 'NFKB1', 'PRKAA2', 'PRKAG1', 'RELA']
hsa04064	['NF-kappa B signaling pathway']	12	7.13166000	0.00590626	0.75072458	0.75311221	0.74833299	0.04606954	0.28288049	0.41380015	0.97869021	1.00000000	0.99999000	['PARP1', 'PRKCB', 'RIPK1', 'TAB2', 'TNFSF13B']; ['BLNK', 'CHUK', 'EDAR', 'ERC1', 'NFKB1', 'RELA', 'TAB2']
hsa03011	['Ribosome']	7	3.25730000	0.00501932	1.10367832	1.10811771	1.09922523	0.04646954	0.28288049	0.41380015	0.98304017	1.00000000	0.99999000	['MRPL14', 'RPL37']; ['MRPL37', 'MRPS16', 'MRPS18A', 'MRPS35', 'RPL37']
hsa04210	['Apoptosis']	15	9.55084000	0.00635731	0.65126297	0.65318229	0.64934109	0.04843952	0.28288930	0.42131114	0.97560024	1.00000000	0.99999000	['AKT3', 'DFFB', 'MAP3K5', 'PARP1', 'PDPK1', 'RIPK1', 'SPTAN1']; ['AKT2', 'BBC3', 'CHUK', 'ITPR2', 'NFKB1', 'RELA', 'TUBA1A', 'TUBA1B']
hsa04625	['C-type lectin receptor signaling pathway']	13	8.12757000	0.00606510	0.67761564	0.67976722	0.67546085	0.05213948	0.29937932	0.44169722	0.97513025	1.00000000	0.99999000	['AKT3', 'MAPK14', 'NFATC2', 'STAT1']; ['AKT2', 'CHUK', 'IL12A', 'ITPR2', 'NFATC3', 'NFKB1', 'PPP3CB', 'RELA', 'SRC']
hsa04121	['Ubiquitin system']	77	64.71667000	0.01015764	0.25072107	0.25117388	0.25026812	0.05499945	0.31107289	0.44169722	0.95794042	1.00000000	0.99999000	['ABTB2', 'ANAPC7', 'ASB4', 'ASB7', 'BRAP', 'DCAF8', 'DCUN1D4', 'FBXO36', 'FBXO39', 'FBXW7', 'HECTD4', 'HECW1', 'HERC1', 'KDM2B', 'MARCH1', 'MARCH10', 'MARCH7', 'NACC2', 'NEDD4L', 'PARK2', 'PSMD14', 'RFWD3', 'RNF111', 'RNF130', 'SH3RF1', 'SHPRH', 'TRIM32', 'TRIM46', 'TRIM50', 'UBE4A', 'URM1', 'USP12', 'USP20', 'USP32', 'ZNRF2']; ['ANAPC7', 'ARIH1', 'BARD1', 'BIRC6', 'BRAP', 'COPS2', 'COPS3', 'DCAF4', 'ERLIN1', 'FBXL18', 'FBXL20', 'FZR1', 'GID4', 'HECTD4', 'HERC4', 'KCTD13', 'KLHL14', 'KLHL24', 'KLHL28', 'KLHL32', 'KLHL8', 'MGRN1', 'PHIP', 'RANBP9', 'RC3H1', 'RNF170', 'RNF185', 'RNF40', 'RNF41', 'SAE1', 'SPOP', 'SUMO1', 'TRIM23', 'TRIP12', 'UBE2H', 'UCHL5', 'USP15', 'USP33', 'USP34', 'USP42', 'USP48', 'ZBTB37']
hsa00071	['Fatty acid degradation']	5	2.09426000	0.00447671	1.25548753	1.26164222	1.24930647	0.05614944	0.31107289	0.44169722	0.98256017	1.00000000	0.99999000	['ACADM', 'ACSBG2']; ['ALDH2', 'ALDH3A2', 'HADHA']
hsa05131	['Shigellosis']	29	21.71418000	0.00770502	0.41741543	0.41843891	0.41639122	0.05672943	0.31107289	0.44169722	0.96454035	1.00000000	0.99999000	['AKT3', 'DOCK1', 'FNBP1', 'HKDC1', 'MAPK14', 'NFKBIB', 'PLCE1', 'PRKCE', 'RIPK1', 'SEPT2', 'SEPT8', 'TAB2', 'TIFA']; ['AKT2', 'CBX3', 'CHUK', 'EGFR', 'ITPR2', 'NFKB1', 'PRKCE', 'PXN', 'RAC1', 'RELA', 'RPS6KA5', 'RPS6KB1', 'SEPT12', 'SRC', 'TAB2', 'WASF2']
hsa00511	['Other glycan degradation']	3	0.89991000	0.00360417	1.73710987	1.74861990	1.72550727	0.05722943	0.31107289	0.44169722	0.98950010	1.00000000	0.99999000	['GBA', 'GLB1']; ['MAN2C1']
hsa05120	['Epithelial cell signaling in Helicobacter pylori infection']	10	5.79644000	0.00565461	0.78676098	0.78957303	0.78394344	0.05786942	0.31107289	0.44169722	0.97418026	1.00000000	0.99999000	['ATP6V0A2', 'GIT1', 'MAPK14']; ['ATP6V1D', 'CHUK', 'EGFR', 'NFKB1', 'RAC1', 'RELA', 'SRC']
hsa03010	['Ribosome']	5	2.10645000	0.00449572	1.24711442	1.25325950	1.24094306	0.05973940	0.31107289	0.44685073	0.98077019	1.00000000	0.99999000	['MRPL14', 'RPL37']; ['MRPS16', 'MRPS18A', 'RPL37']
hsa04147	['Exosome']	72	60.42792000	0.01006817	0.25278162	0.25326229	0.25230079	0.06326937	0.31749647	0.45192348	0.95126049	1.00000000	0.99999000	['ABCC9', 'ACAP2', 'ACTN2', 'ANXA4', 'ATIC', 'ATP6V0A2', 'B2M', 'CA4', 'CKMT1A', 'CLDN17', 'CTH', 'CUBN', 'DNM3', 'DPP4', 'DYNC1H1', 'GLB1', 'GNG7', 'H2AFX', 'HIST1H2BD', 'HLA-A', 'HSPA8', 'IGSF3', 'JUP', 'KRT9', 'MYH9', 'MYO1D', 'MYO1E', 'PARK7', 'PCBD1', 'PDIA3', 'PGAM1', 'PKLR', 'PMEL', 'RAB35', 'SCARB1', 'SCIN', 'SEPT2', 'SEPT8', 'SFN', 'SLC26A4', 'THBS3', 'VPS25']; ['ALDOC', 'ANXA7', 'ARF5', 'CD63', 'CLTC', 'COPG2', 'DSC2', 'EGFR', 'ERBB2', 'FLNC', 'GNAO1', 'ITFG1', 'ITGAL', 'ITGB7', 'MYH10', 'PDIA3', 'PMEL', 'RAB10', 'RAB2A', 'RAB35', 'RAC1', 'SCARB1', 'SEPT12', 'SERPINC1', 'SLC1A3', 'STX12', 'TM9SF2', 'TUBA1A', 'TUBA1B', 'XDH']
hsa00340	['Histidine metabolism']	3	0.92628000	0.00365999	1.69544223	1.70679839	1.68399598	0.06415936	0.31749647	0.45192348	0.98657013	1.00000000	0.99999000	None; ['ALDH2', 'ALDH3A1', 'ALDH3A2']
hsa05132	['Salmonella infection']	23	16.60800000	0.00732115	0.46975551	0.47102689	0.46848301	0.06471935	0.31749647	0.45192348	0.96065039	1.00000000	0.99999000	['AHNAK2', 'AKT3', 'DYNC1H1', 'FGD4', 'FHOD1', 'FYCO1', 'MAPK14', 'MYH9', 'RIPK1', 'TAB2', 'VPS33A']; ['AKT2', 'CHUK', 'CYTH3', 'FLNC', 'KLC3', 'LEF1', 'MYH10', 'NFKB1', 'RAC1', 'RELA', 'TAB2', 'VPS39']
hsa03000	['Transcription factors']	81	69.07434000	0.01030254	0.22977204	0.23020233	0.22934161	0.06605934	0.31749647	0.45192348	0.94892051	1.00000000	0.99999000	['BACH2', 'BARX2', 'BNC2', 'CAMTA1', 'CREB5', 'CUX2', 'ERG', 'FOXN3', 'GCM1', 'GLIS1', 'GLIS3', 'HIVEP1', 'IRF2', 'KMT2A', 'LHX2', 'LHX6', 'MEF2C', 'MXD3', 'MYT1', 'MYT1L', 'NFATC2', 'NFIA', 'NFKBIB', 'NKX2-2', 'NR0B2', 'PRDM16', 'RUNX1', 'SIM2', 'SREBF2', 'STAT1', 'TCF12', 'TEAD4', 'TFDP2', 'ZEB2', 'ZFHX3', 'ZFPM2', 'ZNF205', 'ZNF213', 'ZNF282', 'ZNF679']; ['ATF1', 'ATF7', 'BBX', 'BHLHE41', 'CTCF', 'CUX2', 'IKZF4', 'KMT2D', 'LEF1', 'MXD3', 'MYT1L', 'NFATC3', 'NFE2L3', 'NFIX', 'NFKB1', 'NR0B2', 'NR6A1', 'PBX3', 'POU3F1', 'PRDM16', 'RAI1', 'RBPJ', 'REL', 'RELA', 'RFX2', 'RUNX2', 'SP1', 'SP7', 'TBX15', 'TCF4', 'TFAP4', 'THAP1', 'ZEB2', 'ZFHX3', 'ZKSCAN1', 'ZNF141', 'ZNF200', 'ZNF423', 'ZNF500', 'ZNF689', 'ZNF764']
hsa04659	['Th17 cell differentiation']	13	8.28504000	0.00618841	0.64993106	0.65208465	0.64777424	0.06645934	0.31749647	0.45192348	0.96601034	1.00000000	0.99999000	['CD3D', 'CD3G', 'IL12RB1', 'MAPK14', 'NFATC2', 'NFKBIB', 'RUNX1', 'STAT1']; ['CHUK', 'NFATC3', 'NFKB1', 'PPP3CB', 'RELA']
hsa05166	['Human T-cell leukemia virus 1 infection']	23	16.74184000	0.00733078	0.45817577	0.45943864	0.45691178	0.06910931	0.31749647	0.46155146	0.95777042	1.00000000	0.99999000	['AKT3', 'ANAPC7', 'B2M', 'CCNB2', 'CD3D', 'CD3G', 'CREB5', 'FDPS', 'HLA-A', 'NFATC2', 'NRP1', 'VAC14']; ['AKT2', 'ANAPC7', 'CDK4', 'CHUK', 'ITGAL', 'NFATC3', 'NFKB1', 'PPP3CB', 'RANBP3', 'RELA', 'XPO1']
hsa04260	['Cardiac muscle contraction']	15	10.59706000	0.00612421	0.50129844	0.50296499	0.49962996	0.07311927	0.32782439	0.47339052	0.96330037	1.00000000	0.99999000	['ATP2A2', 'CACNA1C', 'CACNA2D3', 'CACNB1', 'CACNB2', 'CACNB4', 'CACNG7', 'COX5A', 'COX6B2', 'MYL4', 'SLC8A1']; ['ATP2A1', 'ATP2A2', 'CACNA2D3', 'CACNB3']
hsa05330	['Allograft rejection']	3	0.99061000	0.00371386	1.59857341	1.60935056	1.58771515	0.07463925	0.33032362	0.47339052	0.98339017	1.00000000	0.99999000	['HLA-A']; ['CD28', 'IL12A']
