Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	within_fdr_enrich	within_BHfdr_enrich	all_fdr_enrich	all_BHfdr_enrich	p_deplete	within_fdr_deplete	within_BHfdr_deplete	all_fdr_deplete	all_BHfdr_deplete	Genes
'0.1%'	hsa00340	['Histidine metabolism']	2	0.10763000	4.21584783	0.00489995	0.37096000	0.53948961	0.10192556	0.43570564	0.99985000	1.00000000	0.99985000	0.41982046	0.99997000	['ALDH2', 'ALDH3A1']
'0.5%'	hsa01523	['Antifolate resistance']	4	0.79109000	2.33808626	0.00508995	0.13777571	0.20747888	0.10192556	0.43570564	0.99945001	1.00000000	0.99997000	0.41982046	0.99997000	['CHUK', 'NFKB1', 'RELA', 'SHMT1']
'0.1%'	hsa03041	['Spliceosome']	8	2.84232000	1.49293101	0.00557994	0.37096000	0.53948961	0.10192556	0.43570564	0.99857001	1.00000000	0.99985000	0.41982046	0.99997000	['DDX23', 'DHX38', 'KHDRBS1', 'MFAP1', 'PCBP2', 'PPP1CC', 'SF3B4', 'SYNCRIP']
'0.1%'	hsa03036	['Chromosome and associated proteins']	23	13.09761000	0.81233028	0.00576994	0.37096000	0.53948961	0.10192556	0.43570564	0.99738003	1.00000000	0.99985000	0.41982046	0.99997000	['ANAPC7', 'ASXL2', 'B9D1', 'BICDL1', 'BPTF', 'C5orf42', 'CENPL', 'HOOK3', 'IFT81', 'KMT2D', 'KMT5A', 'KPNA6', 'MCRS1', 'MYT1L', 'NEK8', 'SIN3A', 'SRCAP', 'TCTN1', 'TRIP4', 'TUBA1A', 'UBN1', 'XPO1', 'XPO5']
'0.5%'	hsa03015	['mRNA surveillance pathway']	8	3.03298000	1.39926402	0.00583994	0.13777571	0.20747888	0.10192556	0.43570564	0.99878001	1.00000000	0.99997000	0.41982046	0.99997000	['CSTF3', 'FIP1L1', 'PAPOLG', 'PPP1CC', 'PPP2R3A', 'PYM1', 'SMG6', 'SYMPK']
'0.5%'	hsa04662	['B cell receptor signaling pathway']	10	4.31923000	1.21115395	0.00622994	0.13777571	0.20747888	0.10192556	0.43570564	0.99807002	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'BLNK', 'CHUK', 'DAPP1', 'NFATC3', 'NFKB1', 'PPP3CB', 'RAC1', 'RELA', 'VAV2']
'0.5%'	hsa04620	['Toll-like receptor signaling pathway']	7	2.49207000	1.49001033	0.00914991	0.17088818	0.20747888	0.12043961	0.43570564	0.99767002	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CHUK', 'IL12A', 'NFKB1', 'RAC1', 'RELA', 'TAB2']
'0.5%'	hsa04657	['IL-17 signaling pathway']	6	1.90592000	1.65447494	0.00965990	0.17088818	0.20747888	0.12043961	0.43570564	0.99809002	1.00000000	0.99997000	0.41982046	0.99997000	['CHUK', 'MAPK7', 'NFKB1', 'RELA', 'TAB2', 'TRAF4']
'0.5%'	hsa05163	['Human cytomegalovirus infection']	19	11.07807000	0.77829286	0.00977990	0.17088818	0.20747888	0.12043961	0.43570564	0.99576004	1.00000000	0.99997000	0.41982046	0.99997000	['AKAP13', 'AKT2', 'CDK4', 'CHUK', 'EGFR', 'GNAO1', 'ITPR2', 'NFATC3', 'NFKB1', 'PDIA3', 'PPP3CB', 'PTGER2', 'PTGER4', 'PXN', 'RAC1', 'RELA', 'RPS6KB1', 'SP1', 'SRC']
'0.5%'	hsa05224	['Breast cancer']	13	6.48291000	1.00379817	0.00981990	0.17088818	0.20747888	0.12043961	0.43570564	0.99629004	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CDK4', 'DVL2', 'EGFR', 'ERBB2', 'FGF7', 'LEF1', 'NCOA3', 'RPS6KB1', 'SHC4', 'SP1', 'WNT1', 'WNT10B']
'0.1%'	hsa03013	['RNA transport']	4	0.84660000	2.24024761	0.01002990	0.37096000	0.60640822	0.12043961	0.43570564	0.99859001	1.00000000	0.99985000	0.41982046	0.99997000	['EIF5B', 'NUP155', 'XPO1', 'XPO5']
'0.1%'	hsa03460	['Fanconi anemia pathway']	3	0.45830000	2.71059831	0.01014990	0.37096000	0.60640822	0.12043961	0.43570564	0.99915001	1.00000000	0.99985000	0.41982046	0.99997000	['POLH', 'REV1', 'TOP3A']
'0.5%'	hsa03016	['Transfer RNA biogenesis']	12	5.79885000	1.04919568	0.01028990	0.17088818	0.20747888	0.12043961	0.43570564	0.99641004	1.00000000	0.99997000	0.41982046	0.99997000	['AARS2', 'AIMP2', 'ATE1', 'CDKAL1', 'DARS2', 'FARSA', 'IARS', 'LCMT2', 'PUS10', 'WARS', 'XPO1', 'XPO5']
'0.5%'	hsa04660	['T cell receptor signaling pathway']	12	5.93233000	1.01636365	0.01077989	0.17088818	0.20747888	0.12043961	0.43570564	0.99639004	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CD28', 'CDK4', 'CHUK', 'CTLA4', 'ICOS', 'NCK1', 'NFATC3', 'NFKB1', 'PPP3CB', 'RELA', 'VAV2']
'0.5%'	hsa03029	['Mitochondrial biogenesis']	21	12.63121000	0.73339648	0.01078989	0.17088818	0.20747888	0.12043961	0.43570564	0.99490005	1.00000000	0.99997000	0.41982046	0.99997000	['C12orf65', 'COX14', 'DARS2', 'DNAJA2', 'ERAL1', 'GATB', 'MCU', 'MRPL37', 'MRPS16', 'MSS51', 'MTIF2', 'NAA25', 'NDUFAF7', 'PRKAA2', 'RNF41', 'SFXN2', 'SNX25', 'SP1', 'SUMO1', 'TSFM', 'ULK2']
'0.5%'	hsa05162	['Measles']	9	3.80793000	1.24091804	0.01103989	0.17088818	0.20747888	0.12043961	0.43570564	0.99667003	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'BBC3', 'CD28', 'CDK4', 'CHUK', 'IL12A', 'NFKB1', 'RELA', 'TAB2']
'0.5%'	hsa00340	['Histidine metabolism']	3	0.48215000	2.63740855	0.01119989	0.17088818	0.20747888	0.12043961	0.43570564	0.99901001	1.00000000	0.99997000	0.41982046	0.99997000	['ALDH2', 'ALDH3A1', 'ALDH3A2']
'0.1%'	hsa03016	['Transfer RNA biogenesis']	5	1.36946000	1.86832097	0.01134989	0.37096000	0.60640822	0.12043961	0.43570564	0.99773002	1.00000000	0.99985000	0.41982046	0.99997000	['AIMP2', 'DARS2', 'PUS10', 'XPO1', 'XPO5']
'0.5%'	hsa03041	['Spliceosome']	19	11.14514000	0.76958468	0.01151988	0.17088818	0.20747888	0.12043961	0.43570564	0.99456005	1.00000000	0.99997000	0.41982046	0.99997000	['AAR2', 'CBX3', 'CWC27', 'DDX23', 'DHX38', 'KHDRBS1', 'MFAP1', 'PAXBP1', 'PCBP2', 'PPP1CC', 'PRPF39', 'PTBP2', 'RBFOX1', 'SF3A3', 'SF3B4', 'SRPK2', 'SRSF7', 'SYNCRIP', 'ZC3H18']
'0.5%'	hsa05212	['Pancreatic cancer']	9	3.89568000	1.20804983	0.01164988	0.17088818	0.20747888	0.12043961	0.43570564	0.99625004	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CDK4', 'CHUK', 'EGFR', 'ERBB2', 'NFKB1', 'RAC1', 'RELA', 'RPS6KB1']
'0.5%'	hsa00970	['Aminoacyl-tRNA biosynthesis']	6	2.10655000	1.51008034	0.01274987	0.17088818	0.21674783	0.12043961	0.46146313	0.99721003	1.00000000	0.99997000	0.41982046	0.99997000	['AARS2', 'DARS2', 'FARSA', 'GATB', 'IARS', 'WARS']
'0.5%'	hsa04121	['Ubiquitin system']	46	33.71875000	0.44808281	0.01483985	0.17088818	0.23880354	0.12043961	0.52032230	0.99036010	1.00000000	0.99997000	0.41982046	0.99997000	['ANAPC7', 'ARIH1', 'BARD1', 'BIRC6', 'BRAP', 'COPS2', 'COPS3', 'CUL2', 'DCAF4', 'DZIP3', 'ERLIN1', 'FBXL15', 'FBXL18', 'FBXL20', 'FBXW10', 'FZR1', 'GID4', 'HECTD4', 'HERC4', 'KCTD13', 'KLHL14', 'KLHL24', 'KLHL28', 'KLHL32', 'KLHL8', 'MGRN1', 'PHIP', 'RANBP9', 'RC3H1', 'RNF170', 'RNF185', 'RNF40', 'RNF41', 'SAE1', 'SPOP', 'SUMO1', 'TRIM23', 'TRIP12', 'UBE2H', 'UCHL5', 'USP15', 'USP33', 'USP34', 'USP42', 'USP48', 'ZBTB37']
'0.5%'	hsa00010	['Glycolysis / Gluconeogenesis']	5	1.48857000	1.74800103	0.01581984	0.17088818	0.23880354	0.12043961	0.52278612	0.99656003	1.00000000	0.99997000	0.41982046	0.99997000	['ALDH2', 'ALDH3A1', 'ALDH3A2', 'ALDOC', 'GALM']
'0.5%'	hsa03440	['Homologous recombination']	5	1.55071000	1.68899918	0.01676983	0.17088818	0.23880354	0.12043961	0.52278612	0.99665003	1.00000000	0.99997000	0.41982046	0.99997000	['BARD1', 'BLM', 'BRIP1', 'RAD51C', 'TOP3A']
'0.5%'	hsa00053	['Ascorbate and aldarate metabolism']	2	0.21259000	3.23385436	0.01691983	0.17088818	0.23880354	0.12043961	0.52278612	0.99915001	1.00000000	0.99997000	0.41982046	0.99997000	['ALDH2', 'ALDH3A2']
'0.1%'	hsa03040	['Spliceosome']	3	0.54791000	2.45295166	0.01695983	0.37096000	0.74383701	0.12043961	0.52278612	0.99793002	1.00000000	0.99985000	0.41982046	0.99997000	['DDX23', 'DHX38', 'SF3B4']
'0.5%'	hsa04625	['C-type lectin receptor signaling pathway']	9	4.20194000	1.09886944	0.01723983	0.17088818	0.23880354	0.12043961	0.52278612	0.99468005	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CHUK', 'IL12A', 'ITPR2', 'NFATC3', 'NFKB1', 'PPP3CB', 'RELA', 'SRC']
'0.1%'	hsa04672	['Intestinal immune network for IgA production']	2	0.20350000	3.29689930	0.01789982	0.37096000	0.74383701	0.12043961	0.52851577	0.99878001	1.00000000	0.99985000	0.41982046	0.99997000	['CD28', 'ITGB7']
'0.05%'	hsa03036	['Chromosome and associated proteins']	13	6.78911000	0.93721726	0.01867981	0.92858000	1.00000000	0.12043961	0.53715213	0.99212008	0.99486556	0.99980000	0.41982046	0.99997000	['ANAPC7', 'C5orf42', 'CENPL', 'IFT81', 'KMT2D', 'KMT5A', 'KPNA6', 'MCRS1', 'SRCAP', 'TCTN1', 'TRIP4', 'TUBA1A', 'XPO1']
'0.5%'	hsa05235	['PD-L1 expression and PD-1 checkpoint pathway in cancer']	9	4.27132000	1.07524302	0.01914981	0.17088818	0.25328574	0.12043961	0.53715213	0.99368006	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CD28', 'CHUK', 'EGFR', 'NFATC3', 'NFKB1', 'PPP3CB', 'RELA', 'RPS6KB1']
'0.5%'	hsa05010	['Alzheimer disease']	22	14.18053000	0.63359207	0.01963980	0.17088818	0.25328574	0.12043961	0.53745999	0.99003010	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'APP', 'ATP2A1', 'ATP2A2', 'ATP5G2', 'CHUK', 'DVL2', 'ITPR2', 'KLC3', 'LRP1', 'MCU', 'NDUFA11', 'NDUFB10', 'NFKB1', 'PPP3CB', 'PSMB7', 'RELA', 'TUBA1A', 'TUBA1B', 'ULK2', 'WNT1', 'WNT10B']
'0.1%'	hsa05320	['Autoimmune thyroid disease']	2	0.24120000	3.05169819	0.02160978	0.38477800	0.80820592	0.12043961	0.57728994	0.99873001	1.00000000	0.99985000	0.41982046	0.99997000	['CD28', 'CTLA4']
'0.5%'	hsa05168	['Herpes simplex virus 1 infection']	15	8.34658000	0.84570542	0.02218978	0.17088818	0.27512100	0.12043961	0.57899840	0.98961010	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CHUK', 'EIF2B1', 'IL12A', 'NFKB1', 'PDIA3', 'PPP1CC', 'RELA', 'SRC', 'SRSF7', 'TAB2', 'ZNF141', 'ZNF200', 'ZNF689', 'ZNF764']
'0.5%'	hsa00071	['Fatty acid degradation']	4	1.10058000	1.86173598	0.02290977	0.17088818	0.27512100	0.12043961	0.58392199	0.99566004	1.00000000	0.99997000	0.41982046	0.99997000	['ALDH2', 'ALDH3A2', 'GCDH', 'HADHA']
'0.5%'	hsa05120	['Epithelial cell signaling in Helicobacter pylori infection']	7	2.97836000	1.23283678	0.02353976	0.17088818	0.27512100	0.12163800	0.58392199	0.99328007	1.00000000	0.99997000	0.41982046	0.99997000	['ATP6V1D', 'CHUK', 'EGFR', 'NFKB1', 'RAC1', 'RELA', 'SRC']
'0.05%'	hsa00053	['Ascorbate and aldarate metabolism']	1	0.02421000	5.36825311	0.02393976	0.92858000	1.00000000	0.12163800	0.58392199	0.99973000	1.00000000	0.99980000	0.41982046	0.99997000	['ALDH2']
'0.5%'	hsa05131	['Shigellosis']	18	11.41314000	0.65730114	0.02658973	0.18025152	0.30058614	0.13397879	0.63475918	0.98697013	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CBX3', 'CHUK', 'EGFR', 'ITPR2', 'MYL9', 'NFKB1', 'PRKCE', 'PXN', 'RAC1', 'RELA', 'RPS6KA5', 'RPS6KB1', 'SEPT12', 'SRC', 'TAB2', 'UBE2V2', 'WASF2']
'0.5%'	hsa04530	['Tight junction']	17	10.75955000	0.65991701	0.02796972	0.18339412	0.30058614	0.13616868	0.64200198	0.98666013	1.00000000	0.99997000	0.41982046	0.99997000	['AMOTL1', 'CDK4', 'DLG2', 'ERBB2', 'LLGL1', 'MPP5', 'MYH10', 'MYL9', 'PRKAA2', 'PRKAG1', 'PRKCE', 'RAC1', 'SRC', 'SYMPK', 'TJAP1', 'TUBA1A', 'TUBA1B']
'0.5%'	hsa05169	['Epstein-Barr virus infection']	11	5.81848000	0.91878930	0.02812972	0.18339412	0.30058614	0.13616868	0.64200198	0.98824012	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'BLNK', 'CDK4', 'CHUK', 'NFKB1', 'PDIA3', 'RAC1', 'RBPJ', 'RELA', 'SIN3A', 'TAB2']
'0.1%'	hsa00310	['Lysine degradation']	3	0.69453000	2.11085358	0.02860971	0.45681636	0.97273027	0.13616868	0.64200198	0.99624004	1.00000000	0.99985000	0.41982046	0.99997000	['ALDH2', 'KMT2D', 'KMT5A']
'0.5%'	hsa03011	['Ribosome']	5	1.73313000	1.52854822	0.03078969	0.18749972	0.31987069	0.14016902	0.67737323	0.99233008	1.00000000	0.99997000	0.41982046	0.99997000	['MRPL37', 'MRPS16', 'MRPS18A', 'MRPS35', 'RPL37']
'0.05%'	hsa03040	['Spliceosome']	2	0.27983000	2.83737746	0.03206968	1.00000000	1.00000000	0.14313359	0.67838766	0.99713003	1.00000000	0.99980000	0.41982046	0.99997000	['DDX23', 'SF3B4']
'0.1%'	hsa03015	['mRNA surveillance pathway']	3	0.72193000	2.05503164	0.03249968	0.48431333	1.00000000	0.14322585	0.67838766	0.99486005	1.00000000	0.99985000	0.41982046	0.99997000	['PAPOLG', 'PPP1CC', 'SYMPK']
'0.05%'	hsa03016	['Transfer RNA biogenesis']	3	0.70493000	2.08941059	0.03264967	1.00000000	1.00000000	0.14322585	0.67838766	0.99474005	1.00000000	0.99980000	0.41982046	0.99997000	['DARS2', 'PUS10', 'XPO1']
'0.5%'	hsa05221	['Acute myeloid leukemia']	7	3.21899000	1.12074683	0.03446966	0.20164135	0.34842300	0.14428218	0.70318097	0.98905011	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CHUK', 'LEF1', 'NFKB1', 'RELA', 'RPS6KB1', 'RUNX1T1']
'0.5%'	hsa03019	['Messenger RNA biogenesis']	22	14.78690000	0.57318389	0.03580964	0.20455368	0.35244227	0.14983792	0.71747175	0.97942021	1.00000000	0.99997000	0.41982046	0.99997000	['AAAS', 'ATXN2', 'BARD1', 'CSTF3', 'DDX60L', 'FIP1L1', 'KLC3', 'LARP4', 'NDC1', 'NUP155', 'NUP214', 'PAPOLG', 'PCBP2', 'PPP1CC', 'PYM1', 'SMG6', 'SYMPK', 'TUBA1A', 'TUBA1B', 'XPO1', 'XPO7', 'ZC3H12D']
'0.5%'	hsa00199	['Cytochrome P450']	4	1.32028000	1.59915608	0.03925961	0.21647846	0.37648957	0.16282573	0.77279438	0.99126009	1.00000000	0.99997000	0.41982046	0.99997000	['CYP17A1', 'CYP19A1', 'CYP4F3', 'CYP51A1']
'0.1%'	hsa00010	['Glycolysis / Gluconeogenesis']	2	0.33652000	2.57123585	0.04459955	0.59956308	1.00000000	0.18521466	0.86031818	0.99561004	1.00000000	0.99985000	0.41982046	0.99997000	['ALDH2', 'ALDH3A1']
'0.5%'	hsa04658	['Th1 and Th2 cell differentiation']	7	3.38468000	1.04833548	0.04523955	0.24979175	0.42298977	0.18745441	0.86031818	0.98468015	1.00000000	0.99997000	0.41982046	0.99997000	['CHUK', 'IL12A', 'NFATC3', 'NFKB1', 'PPP3CB', 'RBPJ', 'RELA']
'0.5%'	hsa03032	['DNA replication proteins']	7	3.32025000	1.07606305	0.04678953	0.24979175	0.42681183	0.19286233	0.86811789	0.98351016	1.00000000	0.99997000	0.41982046	0.99997000	['BLM', 'MCM4', 'MCM7', 'ORC4', 'PRKDC', 'SMG6', 'TOP3A']
'0.1%'	hsa00053	['Ascorbate and aldarate metabolism']	1	0.04832000	4.37123574	0.04735953	0.62305857	1.00000000	0.19286233	0.86811789	0.99904001	1.00000000	0.99985000	0.41982046	0.99997000	['ALDH2']
'0.5%'	hsa03400	['DNA repair and recombination proteins']	18	11.97521000	0.58794595	0.04947951	0.25419476	0.44060321	0.19753505	0.86811789	0.97233028	1.00000000	0.99997000	0.41982046	0.99997000	['BLM', 'BRIP1', 'ERCC2', 'FANCM', 'GTF2H3', 'NEIL1', 'POLH', 'PPP4R3A', 'PPP4R4', 'PRKDC', 'RAD23A', 'RAD51C', 'RAD9B', 'REV1', 'SPG11', 'SPIDR', 'TOP3A', 'UBE2V2']
'0.1%'	hsa04530	['Tight junction']	6	2.68665000	1.15915411	0.04958950	0.62305857	1.00000000	0.19753505	0.86811789	0.98400016	1.00000000	0.99985000	0.41982046	0.99997000	['ERBB2', 'LLGL1', 'PRKAG1', 'SYMPK', 'TJAP1', 'TUBA1A']
'0.05%'	hsa04530	['Tight junction']	4	1.39989000	1.51468653	0.04985950	1.00000000	1.00000000	0.19753505	0.86811789	0.98745013	0.99151585	0.99980000	0.41982046	0.99997000	['PRKAG1', 'SYMPK', 'TJAP1', 'TUBA1A']
'0.5%'	hsa01007	['Amino acid related enzymes']	6	2.82360000	1.08742677	0.05159948	0.25990581	0.44063559	0.19753505	0.86811789	0.98425016	1.00000000	0.99997000	0.41982046	0.99997000	['AARS2', 'DARS2', 'FARSA', 'GPT2', 'IARS', 'WARS']
'0.05%'	hsa03015	['mRNA surveillance pathway']	2	0.37386000	2.41942997	0.05180948	1.00000000	1.00000000	0.19753505	0.86811789	0.99435006	1.00000000	0.99980000	0.41982046	0.99997000	['PPP1CC', 'SYMPK']
'0.5%'	hsa04031	['GTP-binding proteins']	11	6.50215000	0.75851478	0.05183948	0.25990581	0.44063559	0.19753505	0.86811789	0.97688023	1.00000000	0.99997000	0.41982046	0.99997000	['ARF5', 'ARL3', 'GNAO1', 'GNAZ', 'RAB10', 'RAB2A', 'RAB34', 'RAB35', 'RAC1', 'RHEBL1', 'TRIM23']
'0.05%'	hsa00340	['Histidine metabolism']	1	0.05479000	4.18994359	0.05356946	1.00000000	1.00000000	0.19753505	0.88389616	0.99878001	1.00000000	0.99980000	0.41982046	0.99997000	['ALDH2']
'0.5%'	hsa05164	['Influenza A']	9	5.01434000	0.84386518	0.05576944	0.27786156	0.46110622	0.19753505	0.90685963	0.97714023	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CDK4', 'CHUK', 'HNRNPUL1', 'IL12A', 'KPNA6', 'NFKB1', 'RELA', 'XPO1']
'0.5%'	hsa00380	['Tryptophan metabolism']	4	1.50388000	1.41131055	0.05773942	0.28303130	0.46110622	0.20160886	0.92221244	0.98593014	1.00000000	0.99997000	0.41982046	0.99997000	['ALDH2', 'ALDH3A2', 'GCDH', 'HADHA']
'0.5%'	hsa05135	['Yersinia infection']	11	6.69266000	0.71685189	0.05854941	0.28303130	0.46110622	0.20160886	0.92221244	0.97333027	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CHUK', 'NFATC3', 'NFKB1', 'PXN', 'RAC1', 'RELA', 'SRC', 'TAB2', 'VAV2', 'WASF2']
'0.5%'	hsa04672	['Intestinal immune network for IgA production']	3	0.89822000	1.73982175	0.05917941	0.28303130	0.46110622	0.20160886	0.92221244	0.98831012	1.00000000	0.99997000	0.41982046	0.99997000	['CD28', 'ICOS', 'ITGB7']
'0.1%'	hsa03400	['DNA repair and recombination proteins']	6	2.78758000	1.10594929	0.06049940	0.69449375	1.00000000	0.20265493	0.92986741	0.97837022	1.00000000	0.99985000	0.41982046	0.99997000	['POLH', 'PRKDC', 'RAD23A', 'RAD9B', 'REV1', 'TOP3A']
'0.5%'	hsa04623	['Cytosolic DNA-sensing pathway']	3	0.92374000	1.69940375	0.06205938	0.29271061	0.47367771	0.20500977	0.94069901	0.98816012	1.00000000	0.99997000	0.41982046	0.99997000	['CHUK', 'NFKB1', 'RELA']
'0.1%'	hsa05224	['Breast cancer']	4	1.51620000	1.39953993	0.06365936	0.69449375	1.00000000	0.20877618	0.94069901	0.98244018	1.00000000	0.99985000	0.41982046	0.99997000	['ERBB2', 'FGF7', 'SP1', 'WNT1']
'0.1%'	hsa05410	['Hypertrophic cardiomyopathy (HCM)']	5	2.22736000	1.16659334	0.06371936	0.69449375	1.00000000	0.20877618	0.94069901	0.98118019	1.00000000	0.99985000	0.41982046	0.99997000	['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7', 'PRKAG1']
'0.5%'	hsa00330	['Arginine and proline metabolism']	3	0.93354000	1.68417876	0.06531935	0.29971400	0.47966854	0.21010935	0.94088828	0.98714013	1.00000000	0.99997000	0.41982046	0.99997000	['ALDH2', 'ALDH3A2', 'P4HA1']
'0.5%'	hsa04218	['Cellular senescence']	11	6.72289000	0.71035007	0.06540935	0.29971400	0.47966854	0.21010935	0.94088828	0.96941031	1.00000000	0.99997000	0.41982046	0.99997000	['AKT2', 'CDK4', 'HIPK3', 'ITPR2', 'MCU', 'NFATC3', 'NFKB1', 'PPP1CC', 'PPP3CB', 'RAD9B', 'RELA']
'0.5%'	hsa04064	['NF-kappa B signaling pathway']	7	3.75228000	0.89958743	0.06856931	0.30315558	0.49317161	0.21202911	0.96939831	0.97460025	1.00000000	0.99997000	0.41982046	0.99997000	['BLNK', 'CHUK', 'EDAR', 'ERC1', 'NFKB1', 'RELA', 'TAB2']
'0.1%'	hsa00410	['beta-Alanine metabolism']	2	0.45613000	2.13248303	0.06911931	0.69449375	1.00000000	0.21202911	0.96939831	0.99256007	1.00000000	0.99985000	0.41982046	0.99997000	['ALDH2', 'ALDH3A1']
