Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa04620	['Toll-like receptor signaling pathway']	5	1.805280	1.469705	0.033810	0.990790	0.560348	1.000000	0.783892	0.999800	['MAPK13', 'STAT1', 'TAB2']; ['STAT1', 'TAB2']; None
hsa04975	['Fat digestion and absorption']	3	0.728390	2.042179	0.037480	0.993840	0.574306	1.000000	0.783892	0.999800	['CD36', 'PLA2G1B']; ['PLPP2']; None
hsa00511	['Other glycan degradation']	2	0.321040	2.639175	0.039520	0.995950	0.574306	1.000000	0.783892	0.999800	['GBA']; ['GBA']; None
hsa00071	['Fatty acid degradation']	3	0.761260	1.978501	0.041130	0.992710	0.574306	1.000000	0.783892	0.999800	['CPT1C']; ['ACSBG2']; ['ALDH2']
hsa03036	['Chromosome and associated proteins']	52	40.616620	0.356441	0.042040	0.969820	0.574306	1.000000	0.783892	0.999800	['BRD3', 'BRDT', 'BRPF3', 'CHTF8', 'EVC2', 'IFT172', 'MAD1L1', 'MGA', 'PLA2G1B', 'PPP2R5C', 'SCML4', 'SIK2', 'SMYD3', 'ZMYND11']; ['CBX7', 'CDK5RAP2', 'CHTF8', 'DISC1', 'EHMT1', 'FAM92B', 'HDAC4', 'HDAC5', 'MYT1', 'NCOA3', 'PPP2R5C', 'SF3B3', 'SMYD3', 'WHRN', 'WHSC1']; ['ANAPC7', 'ASXL2', 'B9D1', 'BICDL1', 'BPTF', 'C5orf42', 'CENPL', 'HOOK3', 'IFT81', 'KMT2D', 'KMT5A', 'KPNA6', 'MCRS1', 'MYT1L', 'NEK8', 'SIN3A', 'SRCAP', 'TCTN1', 'TRIP4', 'TUBA1A', 'UBN1', 'XPO1', 'XPO5']
hsa00340	['Histidine metabolism']	2	0.336260	2.572351	0.045440	0.995390	0.574306	1.000000	0.783892	0.999800	None; None; ['ALDH2', 'ALDH3A1']
hsa05130	['Pathogenic Escherichia coli infection']	11	6.161980	0.836038	0.047070	0.978000	0.574306	1.000000	0.783892	0.999800	['BAIAP2', 'LYN', 'MAPK13', 'MYO5B', 'PAK2', 'TAB2']; ['PAK2', 'TAB2', 'WIPF1']; ['CYTH3', 'TUBA1A']
hsa05144	['Malaria']	3	0.811130	1.886957	0.048470	0.990700	0.574306	1.000000	0.783892	0.999800	['CD36', 'THBS3']; ['THBS3']; None
hsa04657	['IL-17 signaling pathway']	4	1.406900	1.507480	0.052589	0.986700	0.574306	1.000000	0.783892	0.999800	['MAPK13', 'TAB2']; ['TAB2']; ['MAPK7']
hsa05162	['Measles']	6	2.705350	1.149147	0.055519	0.980770	0.574306	1.000000	0.783892	0.999800	['STAT1', 'TAB2']; ['OAS2', 'STAT1', 'TAB2']; ['CD28']
hsa03460	['Fanconi anemia pathway']	4	1.438320	1.475615	0.055759	0.985820	0.574306	1.000000	0.783892	0.999800	['POLN']; None; ['POLH', 'REV1', 'TOP3A']
hsa04152	['AMPK signaling pathway']	9	4.935200	0.866816	0.059549	0.973340	0.574306	1.000000	0.783892	0.999800	['CD36', 'CPT1C', 'GYS1', 'PPP2R5C', 'RPTOR']; ['CREB5', 'PPP2R5C', 'PRKAA1']; ['PRKAG1']
hsa04922	['Glucagon signaling pathway']	8	4.206880	0.927249	0.060639	0.975230	0.574306	1.000000	0.783892	0.999800	['CPT1C', 'GYS1', 'ITPR1', 'PLCB1', 'SIK2']; ['CREB5', 'PRKAA1']; ['PRKAG1']
hsa05202	['Transcriptional misregulation in cancer']	11	6.503930	0.758120	0.062709	0.968780	0.574306	1.000000	0.783892	0.999800	['CDK14', 'ERG', 'MEF2C']; ['JUP', 'MEF2C', 'RUNX1', 'WHSC1']; ['ITGB7', 'REL', 'SIN3A', 'SP1']
hsa03008	['Ribosome biogenesis in eukaryotes']	4	1.503440	1.411733	0.063199	0.983520	0.574306	1.000000	0.783892	0.999800	['UTP4']; ['SNU13', 'UTP4']; ['XPO1']
hsa04010	['MAPK signaling pathway']	20	13.888960	0.526061	0.064099	0.962250	0.574306	1.000000	0.783892	0.999800	['CACNA1I', 'CACNB1', 'CACNG6', 'MAPK13', 'MEF2C', 'PAK2', 'RASGRP1', 'TAB2']; ['CACNA1I', 'DUSP5', 'MEF2C', 'PAK2', 'TAB2']; ['CACNA2D3', 'CACNB3', 'ERBB2', 'FGF7', 'MAP3K12', 'MAPK7', 'MAPKAPK5']
hsa04144	['Endocytosis']	15	9.826850	0.610162	0.068319	0.962360	0.574306	1.000000	0.783892	0.999800	['GRK4', 'VPS4A']; ['ACAP2', 'DAB2', 'GIT1', 'GRK4', 'LDLR', 'VPS4A', 'WIPF1']; ['CYTH3', 'EPN2', 'RAB35', 'VPS29', 'VPS35', 'VPS45']
hsa00051	['Fructose and mannose metabolism']	3	0.980620	1.613196	0.069219	0.985990	0.574306	1.000000	0.783892	0.999800	['HK1']; ['FUK', 'GMDS']; None
hsa03019	['Messenger RNA biogenesis']	16	10.691670	0.581585	0.072069	0.958600	0.574306	1.000000	0.783892	0.999800	['DDX60', 'MYO5B']; ['ATXN2', 'EXOSC1', 'NOCT']; ['ATXN2', 'DDX60L', 'KLC3', 'LARP4', 'NUP155', 'PAPOLG', 'PCBP2', 'PPP1CC', 'SYMPK', 'TUBA1A', 'XPO1']
hsa03009	['Ribosome biogenesis']	8	4.410720	0.858986	0.074219	0.967800	0.574306	1.000000	0.783892	0.999800	['TFB1M', 'UTP4']; ['NIP7', 'RRP12', 'SNU13', 'UTP4']; ['ERAL1', 'XPO1']
hsa05170	['Human immunodeficiency virus 1 infection']	11	6.727580	0.709344	0.075419	0.962930	0.574306	1.000000	0.783892	0.999800	['CD4', 'DCAF1', 'ITPR1', 'MAPK13', 'PAK2', 'TAB2']; ['GNG7', 'PAK2', 'PDIA3', 'TAB2']; ['PDIA3']
hsa03000	['Transcription factors']	34	26.327240	0.368978	0.077689	0.946431	0.574306	1.000000	0.783892	0.999800	['CUX2', 'EBF1', 'EMX1', 'ERG', 'GLIS3', 'IRF4', 'MEF2C', 'PRDM16', 'STAT1', 'ZNF418', 'ZNF484', 'ZNF879']; ['BNC2', 'CREB5', 'MEF2C', 'MXD3', 'MYT1', 'NR0B2', 'RUNX1', 'SIM2', 'STAT1', 'ZNF205', 'ZNF213']; ['ATF7', 'CUX2', 'KMT2D', 'MYT1L', 'NFIX', 'RAI1', 'REL', 'SP1', 'ZFHX3', 'ZNF689', 'ZNF764']
hsa05203	['Viral carcinogenesis']	9	5.213760	0.787601	0.078149	0.963770	0.574306	1.000000	0.783892	0.999800	['CCR3', 'LYN', 'MAD1L1', 'SCRIB']; ['CREB5', 'GTF2H3', 'HDAC4', 'HDAC5']; ['REL']
hsa05340	['Primary immunodeficiency']	2	0.472010	2.083111	0.080919	0.988400	0.574306	1.000000	0.783892	0.999800	['CD4']; ['TNFRSF13B']; None
hsa03015	['mRNA surveillance pathway']	5	2.325540	1.104362	0.081719	0.972260	0.574306	1.000000	0.783892	0.999800	['PPP2R5C']; ['PPP2R5C']; ['PAPOLG', 'PPP1CC', 'SYMPK']
hsa00500	['Starch and sucrose metabolism']	3	1.041430	1.526397	0.085619	0.979630	0.574306	1.000000	0.783892	0.999800	['GAA', 'GYS1', 'HK1']; None; None
hsa04920	['Adipocytokine signaling pathway']	5	2.349840	1.089366	0.087029	0.970140	0.574306	1.000000	0.783892	0.999800	['CD36', 'CPT1C']; ['ACSBG2', 'PRKAA1']; ['PRKAG1']
hsa04659	['Th17 cell differentiation']	6	3.058460	0.972157	0.087099	0.966710	0.574306	1.000000	0.783892	0.999800	['CD4', 'IRF4', 'MAPK13', 'STAT1']; ['RUNX1', 'STAT1']; None
hsa03029	['Mitochondrial biogenesis']	14	9.499590	0.559490	0.092599	0.947501	0.574306	1.000000	0.811106	0.999800	['CPT1C', 'MTX1', 'MYO5B', 'SNX25', 'TFB1M', 'TRMT10C']; ['MAP1LC3A', 'PRKAA1']; ['C12orf65', 'DARS2', 'ERAL1', 'MCU', 'MSS51', 'SP1']
hsa05235	['PD-L1 expression and PD-1 checkpoint pathway in cancer']	6	3.153970	0.927794	0.094629	0.962920	0.574306	1.000000	0.811106	0.999800	['CD4', 'MAPK13', 'RASGRP1', 'STAT1']; ['STAT1']; ['CD28']
hsa04142	['Lysosome']	6	3.189080	0.911822	0.098279	0.960260	0.574306	1.000000	0.822801	0.999800	['ARSG', 'ATP6V0A2', 'GAA', 'GBA']; ['GBA']; ['AP4S1']
hsa04927	['Cortisol synthesis and secretion']	7	4.027570	0.797445	0.106749	0.953930	0.574306	1.000000	0.873400	0.999800	['CACNA1I', 'ITPR1', 'PLCB1']; ['CACNA1I', 'CREB5', 'LDLR']; ['SP1']
hsa05410	['Hypertrophic cardiomyopathy (HCM)']	10	6.517020	0.617716	0.111709	0.943041	0.574306	1.000000	0.893671	0.999800	['CACNB1', 'CACNG6', 'RYR2', 'SGCD']; ['PRKAA1']; ['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7', 'PRKAG1']
hsa00260	['Glycine, serine and threonine metabolism']	2	0.602190	1.731709	0.122709	0.977390	0.619232	1.000000	0.951459	0.999800	None; ['CTH', 'DAO']; None
hsa03016	['Transfer RNA biogenesis']	7	4.204240	0.735510	0.127079	0.941101	0.624829	1.000000	0.951459	0.999800	['PUS7L', 'URM1']; None; ['AIMP2', 'DARS2', 'PUS10', 'XPO1', 'XPO5']
hsa04060	['Cytokine-cytokine receptor interaction']	7	4.191860	0.739764	0.128149	0.939111	0.624829	1.000000	0.951459	0.999800	['BMP7', 'CCR3', 'CD4', 'CXCR6', 'IL20RA']; ['IL31', 'TNFRSF13B']; None
hsa05145	['Toxoplasmosis']	6	3.455200	0.796193	0.130359	0.944081	0.624829	1.000000	0.951459	0.999800	['MAPK13', 'STAT1', 'TAB2']; ['LDLR', 'STAT1', 'TAB2']; None
hsa00520	['Amino sugar and nucleotide sugar metabolism']	3	1.282960	1.225486	0.133509	0.964400	0.626862	1.000000	0.951459	0.999800	['HK1']; ['FUK', 'GMDS']; None
hsa04660	['T cell receptor signaling pathway']	7	4.272930	0.712129	0.135879	0.935301	0.626884	1.000000	0.951459	0.999800	['CD4', 'MAPK13', 'PAK2', 'RASGRP1']; ['PAK2']; ['CD28', 'CTLA4']
hsa00536	['Glycosaminoglycan binding proteins']	12	8.449710	0.506061	0.138759	0.919791	0.626884	1.000000	0.951459	0.999800	['BMP7', 'COL4A4', 'FBN2', 'NCAM2', 'THBS3']; ['NTN1', 'THBS3', 'TNR']; ['FGF7', 'HPSE2', 'SERPINC1', 'WNT1']
hsa04217	['Necroptosis']	5	2.760500	0.856998	0.141369	0.942081	0.626884	1.000000	0.951459	0.999800	['STAT1', 'TRPM7', 'VPS4A']; ['STAT1', 'VPS4A']; None
hsa05164	['Influenza A']	6	3.548960	0.757566	0.144739	0.935361	0.626884	1.000000	0.951459	0.999800	['STAT1']; ['FDPS', 'OAS2', 'STAT1']; ['KPNA6', 'XPO1']
hsa04114	['Oocyte meiosis']	7	4.372270	0.678972	0.147689	0.928651	0.626884	1.000000	0.951459	0.999800	['ITPR1', 'MAD1L1', 'MAPK13', 'PPP2R5C']; ['PPP2R5C']; ['ANAPC7', 'PPP1CC']
hsa04145	['Phagosome']	5	2.821570	0.825430	0.153518	0.934881	0.652881	1.000000	0.951459	0.999800	['ATP6V0A2', 'CD36', 'THBS3']; ['THBS3']; ['TUBA1A']
hsa04261	['Adrenergic signaling in cardiomyocytes']	12	8.648970	0.472434	0.154918	0.910221	0.652881	1.000000	0.951459	0.999800	['CACNB1', 'CACNG6', 'MAPK13', 'PLCB1', 'PPP2R5C', 'RYR2']; ['CREB5', 'PPP2R5C']; ['ATP2A2', 'CACNA2D3', 'CACNB3', 'PPP1CC']
hsa00052	['Galactose metabolism']	2	0.709850	1.494414	0.158458	0.966410	0.652881	1.000000	0.951459	0.999800	['GAA', 'HK1']; None; None
hsa04131	['Membrane trafficking']	71	63.225930	0.167303	0.159598	0.870191	0.652881	1.000000	0.951459	0.999800	['ANKFY1', 'ARHGAP12', 'ARHGAP15', 'ARHGAP26', 'ARHGEF39', 'BAIAP2', 'CD36', 'DLC1', 'DOCK3', 'DOCK8', 'FYCO1', 'HK1', 'ITSN1', 'LYN', 'MANF', 'MYO5B', 'NBAS', 'NCAM2', 'PACS2', 'PEX14', 'PI4K2A', 'PLCB1', 'RPTOR', 'SEC22C', 'SEPT2', 'STX2', 'TBC1D7', 'THBS3', 'TRAPPC12', 'TRAPPC9', 'VPS13D', 'VPS4A', 'VPS54']; ['ACAP2', 'ANKRD13B', 'COG4', 'COG8', 'DAB2', 'GIT1', 'IGFBP7', 'LDLR', 'MAN1C1', 'MAP1LC3A', 'MEGF11', 'PDIA3', 'PRKAA1', 'RIMS4', 'TBC1D8', 'THBS3', 'VPS33A', 'VPS4A', 'WIPF1']; ['AKAP13', 'ANKRD13A', 'AP4S1', 'ARHGEF4', 'CYTH3', 'DMXL2', 'EPN2', 'FAM109A', 'LLGL1', 'PDIA3', 'PGAP3', 'RAB35', 'SERINC4', 'SYNJ1', 'VPS29', 'VPS35', 'VPS45', 'YIPF3', 'YIPF4']
hsa05320	['Autoimmune thyroid disease']	2	0.725130	1.463688	0.161498	0.965140	0.652881	1.000000	0.951459	0.999800	None; None; ['CD28', 'CTLA4']
hsa03041	['Spliceosome']	12	8.780690	0.450628	0.164858	0.902861	0.652881	1.000000	0.951459	0.999800	['DDX46']; ['CLK2', 'SF3B3', 'SNU13']; ['DDX23', 'DHX38', 'KHDRBS1', 'MFAP1', 'PCBP2', 'PPP1CC', 'SF3B4', 'SYNCRIP']
hsa04910	['Insulin signaling pathway']	7	4.514040	0.632936	0.167278	0.917081	0.652881	1.000000	0.951459	0.999800	['GYS1', 'HK1', 'RPTOR']; ['PKLR', 'PRKAA1']; ['PPP1CC', 'PRKAG1']
hsa04380	['Osteoclast differentiation']	6	3.711380	0.693007	0.168358	0.921501	0.652881	1.000000	0.951459	0.999800	['LILRA4', 'MAPK13', 'STAT1', 'TAB2']; ['STAT1', 'TAB2']; None
hsa05120	['Epithelial cell signaling in Helicobacter pylori infection']	4	2.162360	0.887393	0.169148	0.934671	0.652881	1.000000	0.951459	0.999800	['ATP6V0A2', 'LYN', 'MAPK13']; ['GIT1']; None
hsa00053	['Ascorbate and aldarate metabolism']	1	0.204980	2.286445	0.185978	0.982350	0.688304	1.000000	1.000000	0.999800	None; None; ['ALDH2']
hsa04050	['Cytokine receptors']	4	2.284740	0.807970	0.194668	0.920301	0.708776	1.000000	1.000000	0.999800	['CCR3', 'CXCR6', 'IL20RA']; ['TNFRSF13B']; None
hsa05323	['Rheumatoid arthritis']	3	1.539300	0.962688	0.199978	0.931571	0.714446	1.000000	1.000000	0.999800	['ATP6V0A2']; None; ['CD28', 'CTLA4']
hsa00360	['Phenylalanine metabolism']	1	0.226320	2.143564	0.203508	0.978810	0.714446	1.000000	1.000000	0.999800	None; None; ['ALDH3A1']
hsa05017	['Spinocerebellar ataxia']	10	7.456290	0.423470	0.211038	0.875331	0.732148	1.000000	1.000000	0.999800	['GRM1', 'ITPR1', 'PLCB1']; ['ATXN10', 'ATXN2', 'GRM1', 'PSMD14']; ['ATP2A2', 'ATXN2', 'SP1']
hsa03420	['Nucleotide excision repair']	2	0.860390	1.216937	0.212178	0.944771	0.732148	1.000000	1.000000	0.999800	None; ['GTF2H3']; ['RAD23A']
hsa00920	['Sulfur metabolism']	1	0.239180	2.063831	0.213918	0.976610	0.732148	1.000000	1.000000	0.999800	['SELENBP1']; None; None
hsa04216	['Ferroptosis']	2	0.869000	1.202572	0.215488	0.943721	0.732148	1.000000	1.000000	0.999800	None; ['MAP1LC3A']; ['PCBP2']
hsa04371	['Apelin signaling pathway']	10	7.500250	0.414989	0.216568	0.871531	0.732148	1.000000	1.000000	0.999800	['ITPR1', 'MEF2C', 'PLCB1', 'RYR2']; ['GNG7', 'HDAC4', 'HDAC5', 'MEF2C', 'PRKAA1']; ['PRKAG1']
hsa04218	['Cellular senescence']	7	4.901080	0.514255	0.219428	0.880711	0.732148	1.000000	1.000000	0.999800	['HIPK2', 'ITPR1', 'MAPK13', 'TRPM7']; None; ['MCU', 'PPP1CC', 'RAD9B']
hsa04658	['Th1 and Th2 cell differentiation']	4	2.415990	0.727386	0.222778	0.906911	0.732148	1.000000	1.000000	0.999800	['CD4', 'MAPK13', 'STAT1']; ['STAT1']; None
hsa04931	['Insulin resistance']	6	4.105010	0.547577	0.228118	0.883771	0.734170	1.000000	1.000000	0.999800	['CD36', 'GYS1']; ['CREB5', 'PRKAA1']; ['PPP1CC', 'PRKAG1']
hsa00600	['Sphingolipid metabolism']	3	1.681960	0.834819	0.235478	0.912531	0.752811	1.000000	1.000000	0.999800	['GBA']; ['GBA', 'PLPP2']; None
hsa05418	['Fluid shear stress and atherosclerosis']	5	3.310720	0.594783	0.236968	0.885341	0.752811	1.000000	1.000000	0.999800	['MAPK13', 'MEF2C']; ['MEF2C', 'PRKAA1']; ['MAPK7']
hsa04723	['Retrograde endocannabinoid signaling']	10	7.677780	0.381239	0.239528	0.853131	0.752811	1.000000	1.000000	0.999800	['GABRB3', 'GRM1', 'ITPR1', 'MAPK13', 'PLCB1', 'SLC17A6']; ['GABRA4', 'GNG7', 'GRM1']; ['NDUFA11']
hsa04061	['Viral protein interaction with cytokine and cytokine receptor']	2	0.950990	1.072498	0.246088	0.928731	0.759809	1.000000	1.000000	0.999800	['CCR3', 'IL20RA']; None; None
hsa04934	['Cushing syndrome']	9	6.846770	0.394501	0.246298	0.852191	0.759809	1.000000	1.000000	0.999800	['CACNA1I', 'ITPR1', 'PLCB1']; ['CACNA1I', 'CREB5', 'LDLR']; ['KMT2D', 'SP1', 'WNT1']
hsa03022	['Basal transcription factors']	2	0.954390	1.067349	0.246588	0.930341	0.759809	1.000000	1.000000	0.999800	None; ['GTF2H3', 'TAF3']; None
hsa04950	['Maturity onset diabetes of the young']	1	0.292320	1.774380	0.254717	0.965390	0.759809	1.000000	1.000000	0.999800	None; ['PKLR']; None
hsa04915	['Estrogen signaling pathway']	8	6.019470	0.410364	0.254907	0.851561	0.759809	1.000000	1.000000	0.999800	['GRM1', 'ITPR1', 'KRT24', 'PLCB1']; ['CREB5', 'GRM1', 'NCOA3']; ['SP1']
hsa05204	['Chemical carcinogenesis']	2	0.979320	1.030148	0.255587	0.923401	0.759809	1.000000	1.000000	0.999800	['CHRNA7']; None; ['ALDH3A1']
hsa00620	['Pyruvate metabolism']	2	0.981580	1.026822	0.256777	0.925641	0.759809	1.000000	1.000000	0.999800	None; ['PKLR']; ['ALDH2']
hsa03320	['PPAR signaling pathway']	3	1.775120	0.757046	0.262177	0.896951	0.759809	1.000000	1.000000	0.999800	['CD36', 'CPT1C']; ['ACSBG2']; None
hsa04921	['Oxytocin signaling pathway']	13	10.708870	0.279705	0.271957	0.819262	0.761164	1.000000	1.000000	0.999800	['CACNB1', 'CACNG6', 'ITPR1', 'MEF2C', 'PLCB1', 'RYR2']; ['MEF2C', 'PRKAA1']; ['CACNA2D3', 'CACNB3', 'MAPK7', 'PPP1CC', 'PRKAG1']
hsa03051	['Proteasome']	2	1.040600	0.942584	0.279717	0.912441	0.773784	1.000000	1.000000	0.999800	None; ['PSMD14']; ['RAD23A']
hsa04260	['Cardiac muscle contraction']	6	4.429500	0.437819	0.279907	0.852101	0.773784	1.000000	1.000000	0.999800	['CACNB1', 'CACNG6', 'RYR2']; None; ['ATP2A2', 'CACNA2D3', 'CACNB3']
hsa03013	['RNA transport']	4	2.682540	0.576400	0.281297	0.868461	0.773784	1.000000	1.000000	0.999800	None; None; ['EIF5B', 'NUP155', 'XPO1', 'XPO5']
hsa04090	['CD molecules']	12	9.902730	0.277136	0.288327	0.805472	0.779940	1.000000	1.000000	0.999800	['CCR3', 'CD36', 'CD4', 'CXCR6', 'LILRA4', 'NCAM2', 'PTPRJ']; ['MELTF', 'TNFRSF13B']; ['CD28', 'CTLA4', 'ERBB2']
hsa05132	['Salmonella infection']	8	6.247480	0.356726	0.288657	0.825702	0.779940	1.000000	1.000000	0.999800	['FYCO1', 'MAPK13', 'TAB2']; ['AHNAK2', 'TAB2', 'VPS33A']; ['CYTH3', 'KLC3']
hsa05412	['Arrhythmogenic right ventricular cardiomyopathy (ARVC)']	9	7.195310	0.322868	0.289187	0.821642	0.779940	1.000000	1.000000	0.999800	['CACNB1', 'CACNG6', 'RYR2', 'SGCD']; ['JUP']; ['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7']
hsa04919	['Thyroid hormone signaling pathway']	7	5.391240	0.376738	0.294727	0.826372	0.779940	1.000000	1.000000	0.999800	['PLCB1', 'STAT1']; ['NCOA3', 'SLC16A10', 'STAT1']; ['ATP2A2', 'SIN3A']
hsa04146	['Peroxisome']	3	1.929410	0.636803	0.304087	0.872251	0.786894	1.000000	1.000000	0.999800	['PEX14']; ['DAO']; ['PEX13']
hsa05330	['Allograft rejection']	1	0.361750	1.466935	0.304727	0.949581	0.786894	1.000000	1.000000	0.999800	None; None; ['CD28']
hsa05033	['Nicotine addiction']	4	2.792130	0.518634	0.305617	0.850051	0.786894	1.000000	1.000000	0.999800	['CHRNA7', 'GABRB3', 'SLC17A6']; ['GABRA4']; None
hsa05332	['Graft-versus-host disease']	1	0.364030	1.457871	0.306207	0.948501	0.786894	1.000000	1.000000	0.999800	None; None; ['CD28']
hsa05321	['Inflammatory bowel disease (IBD)']	2	1.116660	0.840810	0.306507	0.897921	0.786894	1.000000	1.000000	0.999800	['STAT1']; ['STAT1']; None
hsa04062	['Chemokine signaling pathway']	9	7.299380	0.302151	0.306877	0.805652	0.786894	1.000000	1.000000	0.999800	['CCR3', 'CXCR6', 'GRK4', 'LYN', 'PLCB1', 'STAT1']; ['GNG7', 'GRK4', 'STAT1']; None
hsa05163	['Human cytomegalovirus infection']	10	8.226810	0.281595	0.308377	0.800122	0.786894	1.000000	1.000000	0.999800	['CCR3', 'ITPR1', 'MAPK13', 'PLCB1']; ['CREB5', 'GNG7', 'PDIA3']; ['AKAP13', 'PDIA3', 'SP1']
hsa05167	['Kaposi sarcoma-associated herpesvirus infection']	7	5.517170	0.343426	0.315957	0.812002	0.786894	1.000000	1.000000	0.999800	['CCR3', 'ITPR1', 'LYN', 'MAPK13', 'STAT1']; ['GNG7', 'STAT1']; None
hsa04622	['RIG-I-like receptor signaling pathway']	2	1.144720	0.805005	0.316917	0.893441	0.786894	1.000000	1.000000	0.999800	['MAPK13']; ['TANK']; None
hsa05161	['Hepatitis B']	6	4.693670	0.354246	0.328467	0.810922	0.787511	1.000000	1.000000	0.999800	['MAPK13', 'STAT1', 'TAB2']; ['CREB5', 'STAT1', 'TAB2']; None
hsa04714	['Thermogenesis']	8	6.548020	0.288941	0.329907	0.793652	0.787511	1.000000	1.000000	0.999800	['CPT1C', 'MAPK13', 'PRDM16', 'RPTOR']; ['CREB5', 'PRKAA1']; ['NDUFA11', 'PRKAG1']
hsa03400	['DNA repair and recombination proteins']	10	8.467640	0.239968	0.340567	0.772802	0.799432	1.000000	1.000000	0.999800	['POLN', 'RAD54L2']; ['GTF2H3', 'MMS19']; ['POLH', 'PRKDC', 'RAD23A', 'RAD9B', 'REV1', 'TOP3A']
hsa04668	['TNF signaling pathway']	4	3.034720	0.398437	0.360226	0.812372	0.829740	1.000000	1.000000	0.999800	['MAPK13', 'TAB2']; ['CREB5', 'TAB2']; None
hsa00061	['Fatty acid biosynthesis']	1	0.450770	1.149537	0.366206	0.926131	0.835895	1.000000	1.000000	0.999800	None; ['ACSBG2']; None
hsa00900	['Terpenoid backbone biosynthesis']	1	0.455030	1.135966	0.368656	0.924731	0.844581	1.000000	1.000000	0.999800	None; ['FDPS']; None
hsa04964	['Proximal tubule bicarbonate reclamation']	1	0.453440	1.141016	0.370816	0.927211	0.845687	1.000000	1.000000	0.999800	None; ['CA4']; None
hsa04625	['C-type lectin receptor signaling pathway']	4	3.094320	0.370378	0.373386	0.802272	0.845687	1.000000	1.000000	0.999800	['ITPR1', 'MAPK13', 'STAT1']; ['STAT1']; None
hsa05414	['Dilated cardiomyopathy (DCM)']	8	6.819600	0.230313	0.373396	0.760442	0.845687	1.000000	1.000000	0.999800	['CACNB1', 'CACNG6', 'RYR2', 'SGCD']; None; ['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7']
