chr	start	end
1	50796182	50796182
1	50796245	50796245
1	50796292	50796292
1	50796297	50796297
1	50796422	50796422
1	50796572	50796572
1	50797527	50797527
1	50798949	50798949
1	50799135	50799135
1	50801877	50801877
1	50811848	50811848
1	50811926	50811926
1	53817038	53817038
1	53898240	53898240
1	56778771	56778771
1	57939521	57939521
1	62503085	62503085
1	65310726	65310726
1	67061672	67061672
1	67066516	67066516
1	67068264	67068264
1	69486272	69486272
1	69487341	69487341
1	69488180	69488180
1	69488228	69488228
1	69496364	69496364
1	73935268	73935268
1	73936119	73936119
1	73936433	73936433
1	73936782	73936782
1	73944617	73944617
1	75906900	75906900
1	75907075	75907075
1	75914257	75914257
1	75939962	75939962
1	75946738	75946738
1	75947275	75947275
1	75947756	75947756
1	75964788	75964788
1	75965132	75965132
1	75966527	75966527
1	75972877	75972877
1	75972977	75972977
1	75978796	75978796
1	76804609	76804609
1	76804640	76804640
1	76817689	76817689
1	92727626	92727626
1	92734241	92734241
1	92738503	92738503
1	92741871	92741871
1	92753369	92753369
1	92755816	92755816
1	92757295	92757295
1	92787567	92787567
1	92956837	92956837
1	94195335	94195335
1	94828732	94828732
1	97709496	97709496
1	97718373	97718373
1	98741812	98741812
1	98741836	98741836
1	98741976	98741976
1	98742338	98742338
1	100440786	100440786
1	101762002	101762002
1	101765299	101765299
1	101776569	101776569
1	101784539	101784539
1	101994870	101994870
1	106861889	106861889
1	106863193	106863193
1	106864503	106864503
1	108182219	108182219
1	108182237	108182237
1	108879564	108879564
1	118197835	118197835
1	118689804	118689804
1	119692715	119692715
1	119701348	119701348
1	119701792	119701792
1	120145504	120145504
1	120314069	120314069
1	122620823	122620823
1	122636192	122636192
1	122662990	122662990
1	128074521	128074521
1	129219682	129219682
1	129471856	129471856
1	129506720	129506720
1	129525360	129525360
1	129526152	129526152
1	129531911	129531911
1	129533390	129533390
1	129544317	129544317
1	129544893	129544893
1	129548591	129548591
1	129550831	129550831
1	129552799	129552799
1	129552820	129552820
1	129554242	129554242
1	129555414	129555414
1	129557693	129557693
1	129559183	129559183
1	129561433	129561433
1	129561681	129561681
1	129565100	129565100
1	129575814	129575814
1	129578334	129578334
1	129581810	129581810
1	129584889	129584889
1	129588472	129588472
1	130978863	130978863
1	133196843	133196843
1	133411344	133411344
1	133412982	133412982
1	133413390	133413390
1	133425566	133425566
1	133428271	133428271
1	133457294	133457294
1	133466887	133466887
1	133468784	133468784
1	133472889	133472889
1	133477994	133477994
1	133488554	133488554
1	133545865	133545865
1	133546883	133546883
1	133986331	133986331
1	134247855	134247855
1	134256653	134256653
1	134274526	134274526
1	137075503	137075503
1	137075836	137075836
1	137076044	137076044
1	137077923	137077923
1	137078612	137078612
1	137079568	137079568
1	137081540	137081540
1	137082154	137082154
1	137082212	137082212
1	137082382	137082382
1	137082463	137082463
1	137082528	137082528
1	137908740	137908740
1	137914993	137914993
1	137915006	137915006
1	137915102	137915102
1	139838591	139838591
1	140054380	140054380
1	140112396	140112396
1	140112909	140112909
1	140116657	140116657
1	140116720	140116720
1	140117952	140117952
1	140118045	140118045
1	140119212	140119212
1	140137785	140137785
1	141708781	141708781
1	141709233	141709233
1	144371617	144371617
1	144371777	144371777
1	144372912	144372912
1	144374701	144374701
1	147874689	147874689
1	149103709	149103709
1	149188862	149188862
1	149313328	149313328
1	149313576	149313576
1	149313631	149313631
1	149315087	149315087
1	149315406	149315406
1	149315732	149315732
1	149315966	149315966
1	149316885	149316885
1	151456104	151456104
1	151456127	151456127
1	152055835	152055835
1	152057041	152057041
1	152128167	152128167
1	152128174	152128174
1	152312105	152312105
1	152318644	152318644
1	152318731	152318731
1	152322938	152322938
1	153214099	153214099
1	154908079	154908079
1	157692640	157692640
1	160738190	160738190
1	161132385	161132385
1	161132830	161132830
1	161133967	161133967
1	161134768	161134768
1	161135139	161135139
1	161135306	161135306
1	161135439	161135439
1	161135492	161135492
1	161135626	161135626
1	161136319	161136319
1	161136428	161136428
1	161136874	161136874
1	161137110	161137110
1	161137482	161137482
1	161137814	161137814
1	161138415	161138415
1	161140198	161140198
1	161141146	161141146
1	161141991	161141991
1	161912129	161912129
1	161912494	161912494
1	162584924	162584924
1	162587268	162587268
1	162588225	162588225
1	164098714	164098714
1	164101181	164101181
1	164103835	164103835
1	164120757	164120757
1	164932922	164932922
1	164934614	164934614
1	164934778	164934778
1	164934845	164934845
1	164935551	164935551
1	164936477	164936477
1	174157677	174157677
1	174158647	174158647
1	175211167	175211167
1	175217254	175217254
1	175220894	175220894
1	175223107	175223107
1	177815675	177815675
1	179064978	179064978
1	179371093	179371093
1	179371699	179371699
1	179371729	179371729
1	179480131	179480131
1	180335092	180335092
1	181702982	181702982
1	181703821	181703821
1	181709593	181709593
1	183231447	183231447
1	183234222	183234222
1	183234747	183234747
1	183234765	183234765
1	183235437	183235437
1	183235868	183235868
1	183236446	183236446
1	183240198	183240198
1	183244402	183244402
1	183245830	183245830
1	183246020	183246020
1	183247685	183247685
1	183247759	183247759
1	183325992	183325992
1	183521577	183521577
1	183538166	183538166
1	183951971	183951971
1	191348094	191348094
1	191821308	191821308
1	194571519	194571519
1	194572110	194572110
1	194572119	194572119
1	194689689	194689689
1	194721345	194721345
1	194721474	194721474
1	196248595	196248595
1	196249339	196249339
1	197687867	197687867
1	198000813	198000813
1	201034997	201034997
1	201035855	201035855
1	201037096	201037096
1	201037112	201037112
1	203531315	203531315
1	203531846	203531846
1	203532049	203532049
1	203532098	203532098
1	203532487	203532487
1	203532995	203532995
1	203541407	203541407
1	203541826	203541826
1	204497390	204497390
1	204500184	204500184
1	204500806	204500806
1	204503319	204503319
1	204505718	204505718
1	205260783	205260783
1	205264072	205264072
1	205725623	205725623
1	208098287	208098287
1	208335479	208335479
1	208441488	208441488
1	209741348	209741348
1	211413536	211413536
1	211765992	211765992
1	214254588	214254588
1	214358007	214358007
1	215458603	215458603
1	215720902	215720902
1	215721373	215721373
1	215721418	215721418
1	216547359	216547359
1	216787952	216787952
1	217122586	217122586
1	217645427	217645427
1	217700665	217700665
1	219387396	219387396
1	220062713	220062713
1	220062938	220062938
1	220440676	220440676
1	221542467	221542467
1	221542557	221542557
1	221925000	221925000
1	222159729	222159729
1	222304932	222304932
1	223617251	223617251
1	224029477	224029477
1	225299313	225299313
1	225464466	225464466
1	225500584	225500584
1	225500607	225500607
1	225500887	225500887
1	225501126	225501126
1	225501157	225501157
1	225501348	225501348
1	225501625	225501625
1	225501774	225501774
1	225501843	225501843
1	225501862	225501862
1	225502001	225502001
1	225502058	225502058
1	225502176	225502176
1	225502629	225502629
1	225502660	225502660
1	225502681	225502681
1	225502727	225502727
1	225508514	225508514
1	225508545	225508545
1	225508599	225508599
1	225519695	225519695
1	225675319	225675319
10	288364	288364
10	289772	289772
10	290234	290234
10	290610	290610
10	301374	301374
10	317542	317542
10	324912	324912
10	325582	325582
10	325690	325690
10	330535	330535
10	332448	332448
10	333249	333249
10	1229830	1229830
10	3299813	3299813
10	6188577	6188577
10	6190863	6190863
10	6191295	6191295
10	6191891	6191891
10	6192113	6192113
10	7648217	7648217
10	11885989	11885989
10	11887379	11887379
10	12099366	12099366
10	12452681	12452681
10	12453073	12453073
10	12873851	12873851
10	12874108	12874108
10	13650888	13650888
10	14115778	14115778
10	14115795	14115795
10	14115941	14115941
10	14116479	14116479
10	14120566	14120566
10	14371749	14371749
10	15513281	15513281
10	15647666	15647666
10	16357763	16357763
10	16386276	16386276
10	16426399	16426399
10	16956389	16956389
10	17348687	17348687
10	17351643	17351643
10	17785625	17785625
10	18080236	18080236
10	18086568	18086568
10	18245798	18245798
10	18264958	18264958
10	18301034	18301034
10	18675713	18675713
10	18675844	18675844
10	18759423	18759423
10	18936096	18936096
10	18936360	18936360
10	18936663	18936663
10	18936750	18936750
10	21463895	21463895
10	21762135	21762135
10	21762141	21762141
10	21762557	21762557
10	21762799	21762799
10	21762908	21762908
10	21763040	21763040
10	21763212	21763212
10	21763290	21763290
10	21764070	21764070
10	21764131	21764131
10	21764846	21764846
10	21764952	21764952
10	21764977	21764977
10	21765372	21765372
10	21765378	21765378
10	21765639	21765639
10	21767210	21767210
10	21767454	21767454
10	21767637	21767637
10	21768087	21768087
10	21770447	21770447
10	21770911	21770911
10	22690738	22690738
10	23346089	23346089
10	23346634	23346634
10	23346687	23346687
10	23346917	23346917
10	23348519	23348519
10	23920758	23920758
10	23925071	23925071
10	23926678	23926678
10	24849925	24849925
10	24858424	24858424
10	26238955	26238955
10	29940067	29940067
10	29940140	29940140
10	30129702	30129702
10	30131483	30131483
10	32276454	32276454
10	32305930	32305930
10	32306608	32306608
10	32311134	32311134
10	32312238	32312238
10	32317472	32317472
10	32317685	32317685
10	32318791	32318791
10	32318799	32318799
10	32321850	32321850
10	32321900	32321900
10	32326501	32326501
10	32332552	32332552
10	32336418	32336418
10	32343148	32343148
10	32346754	32346754
10	32349491	32349491
10	32351008	32351008
10	32351486	32351486
10	32352270	32352270
10	32364218	32364218
10	32423406	32423406
10	34164452	34164452
10	36614296	36614296
10	36732407	36732407
10	42237307	42237307
10	42238222	42238222
10	42238647	42238647
10	45976768	45976768
10	49743677	49743677
10	53632925	53632925
10	53675744	53675744
10	53679658	53679658
10	53682196	53682196
10	53689803	53689803
10	54470874	54470874
10	54471362	54471362
10	55348012	55348012
10	59018604	59018604
10	59054927	59054927
10	60856531	60856531
10	62872012	62872012
10	67469428	67469428
10	67803055	67803055
10	67873216	67873216
10	72508184	72508184
10	72510873	72510873
10	72519309	72519309
10	72521023	72521023
10	72522334	72522334
10	75869435	75869435
10	76519394	76519394
10	76520477	76520477
10	76523031	76523031
10	76524534	76524534
10	76528452	76528452
10	76837461	76837461
10	77650872	77650872
10	77654787	77654787
10	77659009	77659009
10	77744010	77744010
10	77745413	77745413
10	77746305	77746305
10	77763299	77763299
10	77837016	77837016
10	77837507	77837507
10	77837854	77837854
10	77842866	77842866
10	77843135	77843135
10	77843643	77843643
10	77845260	77845260
10	77851024	77851024
10	82456151	82456151
10	83001301	83001301
10	86031741	86031741
10	86037507	86037507
10	86039739	86039739
10	86519348	86519348
10	87700134	87700134
10	87704384	87704384
10	87704402	87704402
10	87704469	87704469
10	87704530	87704530
10	87704556	87704556
10	87704570	87704570
10	87704637	87704637
10	87844753	87844753
10	88151994	88151994
10	88152212	88152212
10	88162282	88162282
10	90584086	90584086
10	90597203	90597203
10	92639918	92639918
10	92781761	92781761
10	92787205	92787205
10	92788866	92788866
10	92790296	92790296
10	94858713	94858713
10	94859028	94859028
10	95726415	95726415
10	95891186	95891186
10	96618604	96618604
10	96728941	96728941
10	97003311	97003311
10	97004122	97004122
10	97005413	97005413
10	97135233	97135233
10	97141196	97141196
10	97409506	97409506
10	97412368	97412368
10	103338647	103338647
10	105624250	105624250
10	105633089	105633089
10	105636955	105636955
10	106960466	106960466
10	107777823	107777823
10	107778011	107778011
10	107778996	107778996
10	107970146	107970146
10	107971451	107971451
10	110173864	110173864
10	111187442	111187442
10	111232657	111232657
10	113809191	113809191
10	114399480	114399480
10	116139861	116139861
10	116153128	116153128
10	116171872	116171872
10	116172307	116172307
10	117249133	117249133
10	117250307	117250307
10	117257149	117257149
10	117258263	117258263
10	117262581	117262581
10	118352357	118352357
10	118355055	118355055
10	120348172	120348172
10	120351176	120351176
10	120351947	120351947
10	120353472	120353472
10	120354183	120354183
10	121100983	121100983
10	121147397	121147397
10	121690179	121690179
10	122027824	122027824
10	123495119	123495119
10	123681383	123681383
10	124366866	124366866
10	124422072	124422072
10	124594035	124594035
10	124594225	124594225
10	124674230	124674230
10	126419175	126419175
10	126425888	126425888
10	126426247	126426247
10	126426394	126426394
10	126643874	126643874
10	126828964	126828964
10	127671410	127671410
10	128394677	128394677
10	128844518	128844518
10	128844799	128844799
10	128845394	128845394
10	129030730	129030730
10	129038285	129038285
10	129039196	129039196
10	129039262	129039262
10	129188111	129188111
10	131585697	131585697
10	132196484	132196484
10	132798210	132798210
10	132798234	132798234
10	132798250	132798250
10	132798259	132798259
10	132799450	132799450
10	132799755	132799755
10	132800772	132800772
10	133364306	133364306
11	1699044	1699044
11	1864520	1864520
11	1875751	1875751
11	1964249	1964249
11	2035886	2035886
11	2039266	2039266
11	2041785	2041785
11	2042174	2042174
11	2043308	2043308
11	2043997	2043997
11	2044216	2044216
11	2292619	2292619
11	2294557	2294557
11	2964764	2964764
11	4984566	4984566
11	5051732	5051732
11	5125545	5125545
11	5677271	5677271
11	5984029	5984029
11	6188492	6188492
11	6189086	6189086
11	8388973	8388973
11	8389375	8389375
11	8391847	8391847
11	8392997	8392997
11	8394292	8394292
11	9066612	9066612
11	9385303	9385303
11	9385929	9385929
11	10319525	10319525
11	10351142	10351142
11	10351368	10351368
11	10763273	10763273
11	12650484	12650484
11	12650620	12650620
11	12651888	12651888
11	12652436	12652436
11	12652678	12652678
11	12653277	12653277
11	12653429	12653429
11	12654739	12654739
11	12655270	12655270
11	12656017	12656017
11	12656118	12656118
11	12656857	12656857
11	12658269	12658269
11	12695605	12695605
11	14067865	14067865
11	15045774	15045774
11	15928537	15928537
11	16933473	16933473
11	16935861	16935861
11	16946389	16946389
11	17696745	17696745
11	17697779	17697779
11	17699188	17699188
11	17700472	17700472
11	17702258	17702258
11	19069354	19069354
11	19475185	19475185
11	20119183	20119183
11	21014862	21014862
11	21014891	21014891
11	21619425	21619425
11	21621667	21621667
11	21621821	21621821
11	21621964	21621964
11	21622078	21622078
11	22201854	22201854
11	24986324	24986324
11	25227859	25227859
11	26752432	26752432
11	26760422	26760422
11	26785570	26785570
11	26803769	26803769
11	27875564	27875564
11	30349663	30349663
11	32391010	32391010
11	32392211	32392211
11	32392584	32392584
11	32501229	32501229
11	33024383	33024383
11	33024875	33024875
11	33029006	33029006
11	33030459	33030459
11	34654288	34654288
11	34655442	34655442
11	34656441	34656441
11	34661076	34661076
11	34663123	34663123
11	34665382	34665382
11	34841044	34841044
11	34841219	34841219
11	38739059	38739059
11	43404230	43404230
11	43405754	43405754
11	45354875	45354875
11	47270417	47270417
11	47616183	47616183
11	47632664	47632664
11	47707193	47707193
11	47870488	47870488
11	47876575	47876575
11	47876708	47876708
11	47906463	47906463
11	48230561	48230561
11	48232569	48232569
11	48233918	48233918
11	48235869	48235869
11	48235910	48235910
11	48236749	48236749
11	48237616	48237616
11	48237625	48237625
11	48237819	48237819
11	48238003	48238003
11	48239347	48239347
11	48239965	48239965
11	48240533	48240533
11	48241103	48241103
11	48243525	48243525
11	48247026	48247026
11	48247037	48247037
11	48247688	48247688
11	48248626	48248626
11	48249987	48249987
11	48253355	48253355
11	48255440	48255440
11	48261585	48261585
11	48261805	48261805
11	48266013	48266013
11	48266069	48266069
11	48266502	48266502
11	48267573	48267573
11	48269678	48269678
11	48273010	48273010
11	48275384	48275384
11	48276304	48276304
11	48277356	48277356
11	48279855	48279855
11	48284748	48284748
11	48286250	48286250
11	48288355	48288355
11	48290380	48290380
11	48291204	48291204
11	48291298	48291298
11	48292287	48292287
11	48295454	48295454
11	48297525	48297525
11	48917615	48917615
11	48921702	48921702
11	50256523	50256523
11	50418364	50418364
11	58623316	58623316
11	59315805	59315805
11	60071372	60071372
11	60071539	60071539
11	60072417	60072417
11	60379574	60379574
11	61988420	61988420
11	61991519	61991519
11	61997941	61997941
11	62008198	62008198
11	65383252	65383252
11	65416553	65416553
11	65442494	65442494
11	65444811	65444811
11	65475296	65475296
11	65487600	65487600
11	65496479	65496479
11	65504013	65504013
11	65509868	65509868
11	65511170	65511170
11	65516852	65516852
11	65529370	65529370
11	65540033	65540033
11	65542661	65542661
11	65990352	65990352
11	65991060	65991060
11	67802761	67802761
11	67802877	67802877
11	67803742	67803742
11	67805240	67805240
11	67806869	67806869
11	67836636	67836636
11	77101120	77101120
11	78755832	78755832
11	80813127	80813127
11	81917270	81917270
11	82844070	82844070
11	84608204	84608204
11	84832733	84832733
11	84832967	84832967
11	84837772	84837772
11	84837970	84837970
11	84838122	84838122
11	87200326	87200326
11	87200350	87200350
11	87200382	87200382
11	87333701	87333701
11	87359304	87359304
11	88005020	88005020
11	88005042	88005042
11	88247058	88247058
11	88252355	88252355
11	88253158	88253158
11	88253216	88253216
11	88254084	88254084
11	91437216	91437216
11	91439272	91439272
11	91440034	91440034
11	91440919	91440919
11	91442488	91442488
11	91447155	91447155
11	91448894	91448894
11	91452302	91452302
11	92181391	92181391
11	92226988	92226988
11	92227446	92227446
11	92686161	92686161
11	92689718	92689718
11	92825941	92825941
11	93124893	93124893
11	93124968	93124968
11	93408074	93408074
11	97324925	97324925
11	101944290	101944290
11	106825575	106825575
11	109532783	109532783
11	109536241	109536241
11	109539553	109539553
11	109541578	109541578
11	109543253	109543253
11	109544326	109544326
11	109544362	109544362
11	109551398	109551398
11	109556335	109556335
11	109561540	109561540
11	109567574	109567574
11	109569744	109569744
11	109570833	109570833
11	109587503	109587503
11	109593089	109593089
11	112393281	112393281
11	112397524	112397524
11	112685395	112685395
11	113132746	113132746
11	113548185	113548185
11	114999329	114999329
11	115000867	115000867
11	115375396	115375396
11	116422687	116422687
11	117471867	117471867
11	119311714	119311714
11	119610005	119610005
11	119887637	119887637
11	123311351	123311351
11	124109269	124109269
11	124109418	124109418
11	124109427	124109427
11	124109449	124109449
11	124109679	124109679
11	124109719	124109719
11	124109729	124109729
11	124109837	124109837
11	124109859	124109859
11	124109933	124109933
11	124110041	124110041
11	124254141	124254141
11	129359563	129359563
11	130266566	130266566
11	131421240	131421240
11	131724860	131724860
11	131826809	131826809
11	132112468	132112468
11	132331379	132331379
11	132723234	132723234
12	1004381	1004381
12	1011889	1011889
12	1012161	1012161
12	1235069	1235069
12	1652156	1652156
12	1652162	1652162
12	2178997	2178997
12	4788778	4788778
12	6443326	6443326
12	6550578	6550578
12	6954941	6954941
12	8831907	8831907
12	8873201	8873201
12	13758244	13758244
12	13764134	13764134
12	13916649	13916649
12	14935417	14935417
12	14936388	14936388
12	14940650	14940650
12	14941398	14941398
12	14941574	14941574
12	14942715	14942715
12	15246541	15246541
12	15246755	15246755
12	15403590	15403590
12	17559555	17559555
12	18343037	18343037
12	18346767	18346767
12	18352592	18352592
12	18354867	18354867
12	18355588	18355588
12	18624500	18624500
12	20877223	20877223
12	21697544	21697544
12	21701911	21701911
12	21703594	21703594
12	22714619	22714619
12	23429598	23429598
12	23750118	23750118
12	23952909	23952909
12	23954135	23954135
12	23954925	23954925
12	24455224	24455224
12	24455343	24455343
12	24966428	24966428
12	25250469	25250469
12	25452114	25452114
12	25452377	25452377
12	25892136	25892136
12	25892526	25892526
12	26519205	26519205
12	30919169	30919169
12	31350222	31350222
12	31417548	31417548
12	31417828	31417828
12	31418292	31418292
12	31421033	31421033
12	32349670	32349670
12	32351278	32351278
12	32381848	32381848
12	32386680	32386680
12	33265946	33265946
12	33292760	33292760
12	33404670	33404670
12	35992688	35992688
12	37529374	37529374
12	37529537	37529537
12	37555366	37555366
12	37717103	37717103
12	37968443	37968443
12	41836846	41836846
12	41837452	41837452
12	41837654	41837654
12	41838362	41838362
12	42601616	42601616
12	44656870	44656870
12	45653997	45653997
12	45658823	45658823
12	45659701	45659701
12	45663090	45663090
12	45665748	45665748
12	45666293	45666293
12	45672012	45672012
12	45672182	45672182
12	45682466	45682466
12	45718384	45718384
12	45719584	45719584
12	45719833	45719833
12	45720969	45720969
12	45773982	45773982
12	45774740	45774740
12	45774762	45774762
12	45775745	45775745
12	49655258	49655258
12	54456990	54456990
12	54491651	54491651
12	54530383	54530383
12	58858481	58858481
12	61712490	61712490
12	61713388	61713388
12	61713872	61713872
12	62764589	62764589
12	62805407	62805407
12	62815491	62815491
12	62815933	62815933
12	62816523	62816523
12	62817291	62817291
12	62817454	62817454
12	62817827	62817827
12	62818012	62818012
12	62818109	62818109
12	62818133	62818133
12	62821107	62821107
12	62821125	62821125
12	62821243	62821243
12	62821473	62821473
12	62821780	62821780
12	62821886	62821886
12	62822867	62822867
12	63911919	63911919
12	64941941	64941941
12	65250794	65250794
12	65273018	65273018
12	65500060	65500060
12	65501301	65501301
12	65694830	65694830
12	65958688	65958688
12	65960093	65960093
12	65960674	65960674
12	66347883	66347883
12	69137138	69137138
12	71944510	71944510
12	71952736	71952736
12	71953348	71953348
12	73866034	73866034
12	73868013	73868013
12	76572931	76572931
12	76807620	76807620
12	76807806	76807806
12	76815187	76815187
12	76833352	76833352
12	76833464	76833464
12	76833474	76833474
12	77212657	77212657
12	80713662	80713662
12	82926843	82926843
12	82927693	82927693
12	83062599	83062599
12	89569041	89569041
12	89715061	89715061
12	89729311	89729311
12	93801722	93801722
12	93808602	93808602
12	93811432	93811432
12	93814020	93814020
12	93818723	93818723
12	94303434	94303434
12	95419260	95419260
12	95422650	95422650
12	95424492	95424492
12	95424737	95424737
12	95425646	95425646
12	95426865	95426865
12	95429382	95429382
12	95430514	95430514
12	96437290	96437290
12	97587526	97587526
12	102680449	102680449
12	102686754	102686754
12	102689053	102689053
12	102689559	102689559
12	102691291	102691291
12	102692628	102692628
12	102693797	102693797
12	102696762	102696762
12	102699189	102699189
12	102699282	102699282
12	102701984	102701984
12	102702200	102702200
12	102704591	102704591
12	102704954	102704954
12	102730529	102730529
12	102733128	102733128
12	102734328	102734328
12	102790110	102790110
12	104796688	104796688
12	104797008	104797008
12	104798536	104798536
12	105069648	105069648
12	106063140	106063140
12	108027208	108027208
12	108603151	108603151
12	108625274	108625274
12	108628711	108628711
12	109615689	109615689
12	110438430	110438430
12	111508013	111508013
12	111913382	111913382
12	111920642	111920642
12	112005601	112005601
12	112052285	112052285
12	112059385	112059385
12	112063064	112063064
12	112074587	112074587
12	112083736	112083736
12	112086814	112086814
12	112087385	112087385
12	112092124	112092124
12	112097771	112097771
12	112102989	112102989
12	112112968	112112968
12	112113292	112113292
12	112121443	112121443
12	112123162	112123162
12	112128360	112128360
12	112139810	112139810
12	112144045	112144045
12	112145214	112145214
12	112148790	112148790
12	112185414	112185414
12	112202314	112202314
12	112491980	112491980
12	112519559	112519559
12	113533696	113533696
12	113604055	113604055
12	113708399	113708399
12	113948808	113948808
12	114837110	114837110
12	114837121	114837121
12	114837229	114837229
12	114837277	114837277
12	114837282	114837282
12	114837417	114837417
12	114837435	114837435
12	114837686	114837686
12	114837827	114837827
12	114837847	114837847
12	114837982	114837982
12	114838180	114838180
12	115726730	115726730
12	116525672	116525672
12	120921007	120921007
12	120921853	120921853
12	122342897	122342897
12	122355410	122355410
12	122524785	122524785
12	123994242	123994242
12	123994675	123994675
12	124089610	124089610
12	124096780	124096780
12	124594963	124594963
12	124599399	124599399
12	125223089	125223089
12	125575224	125575224
12	125669063	125669063
12	125709592	125709592
12	125831371	125831371
12	125832210	125832210
12	127147932	127147932
12	127304049	127304049
12	127307025	127307025
12	127307044	127307044
12	127307264	127307264
12	127331646	127331646
12	127332265	127332265
12	127332366	127332366
12	127332552	127332552
12	127396809	127396809
12	127536154	127536154
12	127637171	127637171
12	129135539	129135539
12	129535803	129535803
12	129536215	129536215
12	129536369	129536369
12	129810527	129810527
12	130020560	130020560
12	130020835	130020835
12	130024146	130024146
12	130140976	130140976
12	130145079	130145079
12	130780585	130780585
12	131521789	131521789
12	131535603	131535603
12	131638910	131638910
12	131696072	131696072
12	131696081	131696081
12	131762970	131762970
12	131872875	131872875
12	132079320	132079320
12	132084740	132084740
12	132534777	132534777
12	133284159	133284159
12	133693073	133693073
12	133730285	133730285
12	133991438	133991438
12	134145872	134145872
13	18586597	18586597
13	19571933	19571933
13	22560298	22560298
13	22668900	22668900
13	22673190	22673190
13	23019237	23019237
13	23021931	23021931
13	23022339	23022339
13	23027967	23027967
13	23028215	23028215
13	25340461	25340461
13	25341902	25341902
13	27521883	27521883
13	28165395	28165395
13	29137486	29137486
13	29138784	29138784
13	31321602	31321602
13	31328774	31328774
13	31371146	31371146
13	31371297	31371297
13	31371813	31371813
13	31371948	31371948
13	31371981	31371981
13	31372360	31372360
13	31372407	31372407
13	31372415	31372415
13	31372492	31372492
13	31372611	31372611
13	31372636	31372636
13	31374023	31374023
13	31376299	31376299
13	32580451	32580451
13	32580705	32580705
13	32583642	32583642
13	32589391	32589391
13	34185735	34185735
13	36073715	36073715
13	36074091	36074091
