chr	start	end
1	164087366	164087366
1	164088396	164088396
1	164093318	164093318
1	164098657	164098657
1	164103209	164103209
1	164107191	164107191
1	167448062	167448062
1	170051141	170051141
1	170052543	170052543
1	170054807	170054807
1	170054884	170054884
1	170056504	170056504
1	170062027	170062027
1	172123918	172123918
1	172124692	172124692
1	172125502	172125502
1	172128418	172128418
1	172132803	172132803
1	172148470	172148470
1	172152758	172152758
1	172156968	172156968
1	172163586	172163586
1	172164154	172164154
1	172164217	172164217
1	172166312	172166312
1	172168584	172168584
1	172169486	172169486
1	172169497	172169497
1	172170965	172170965
1	172172825	172172825
1	172180389	172180389
1	172181573	172181573
1	173923090	173923090
1	173923168	173923168
1	173925895	173925895
1	174138235	174138235
1	174441849	174441849
1	174763353	174763353
1	175032776	175032776
1	175033738	175033738
1	175035731	175035731
1	175036036	175036036
1	175038570	175038570
1	175038912	175038912
1	175039804	175039804
1	175073108	175073108
1	175075489	175075489
1	175076959	175076959
1	175078264	175078264
1	175189973	175189973
1	175196961	175196961
1	175201096	175201096
1	175201615	175201615
1	175202248	175202248
1	175203743	175203743
1	175204887	175204887
1	175205200	175205200
1	175205839	175205839
1	175206334	175206334
1	175207269	175207269
1	175233828	175233828
1	179424587	179424587
1	179430031	179430031
1	187950231	187950231
1	190300421	190300421
1	192430645	192430645
1	193296915	193296915
1	193297623	193297623
1	193588895	193588895
1	195062361	195062361
1	195065290	195065290
1	195068636	195068636
1	195435694	195435694
1	196251993	196251993
1	196257852	196257852
1	196262279	196262279
1	196283122	196283122
1	196672090	196672090
1	196809827	196809827
1	200284417	200284417
1	203024295	203024295
1	204502424	204502424
1	204513492	204513492
1	204515757	204515757
1	204516328	204516328
1	204516758	204516758
1	204516915	204516915
1	204518010	204518010
1	204519907	204519907
1	204521044	204521044
1	204573125	204573125
1	204574132	204574132
1	204604548	204604548
1	204606555	204606555
1	205024564	205024564
1	205109058	205109058
1	205110597	205110597
1	205131638	205131638
1	205131838	205131838
1	205132547	205132547
1	205132923	205132923
1	205133371	205133371
1	205133829	205133829
1	205222730	205222730
1	205223961	205223961
1	205224204	205224204
1	205226063	205226063
1	205226323	205226323
1	205226749	205226749
1	205226931	205226931
1	205226939	205226939
1	205228779	205228779
1	205228979	205228979
1	205229219	205229219
1	205229541	205229541
1	205230367	205230367
1	205230957	205230957
1	205232029	205232029
1	205232934	205232934
1	205233019	205233019
1	205233750	205233750
1	205233935	205233935
1	205234608	205234608
1	205581506	205581506
1	205585093	205585093
1	205587791	205587791
1	208477286	208477286
1	208689004	208689004
1	208690253	208690253
1	208769591	208769591
1	208991089	208991089
1	210828569	210828569
1	211644314	211644314
1	211888612	211888612
1	212610433	212610433
1	213696680	213696680
1	215621124	215621124
1	215849266	215849266
1	216038894	216038894
1	216043643	216043643
1	216238045	216238045
1	219752886	219752886
1	219752893	219752893
1	219753025	219753025
1	219753947	219753947
1	219753959	219753959
1	219754319	219754319
1	219754363	219754363
1	219754790	219754790
1	219754820	219754820
1	220048937	220048937
1	220537075	220537075
1	222275842	222275842
1	222280572	222280572
1	222955490	222955490
1	223688782	223688782
1	224676019	224676019
1	225471464	225471464
1	225482228	225482228
1	225585833	225585833
1	225585972	225585972
1	226274278	226274278
1	226699705	226699705
10	138594	138594
10	138671	138671
10	138704	138704
10	138805	138805
10	139197	139197
10	140833	140833
10	140959	140959
10	764143	764143
10	1679356	1679356
10	6860910	6860910
10	6865987	6865987
10	6868368	6868368
10	6869482	6869482
10	6869690	6869690
10	7945343	7945343
10	7952141	7952141
10	7953181	7953181
10	13444888	13444888
10	14154133	14154133
10	14995485	14995485
10	14997492	14997492
10	14999115	14999115
10	15000454	15000454
10	17450212	17450212
10	17453485	17453485
10	17462573	17462573
10	17463797	17463797
10	17465678	17465678
10	17471205	17471205
10	17472394	17472394
10	17472949	17472949
10	17474705	17474705
10	17474968	17474968
10	17477052	17477052
10	17478385	17478385
10	17483443	17483443
10	17585742	17585742
10	18083990	18083990
10	18736688	18736688
10	19793522	19793522
10	20217151	20217151
10	20218104	20218104
10	20227338	20227338
10	20235957	20235957
10	20242669	20242669
10	20508882	20508882
10	22475705	22475705
10	22569458	22569458
10	22632557	22632557
10	22644157	22644157
10	22646599	22646599
10	22847953	22847953
10	22849237	22849237
10	22863663	22863663
10	22865616	22865616
10	22865995	22865995
10	22866707	22866707
10	22867183	22867183
10	22871535	22871535
10	22877531	22877531
10	22880938	22880938
10	22886223	22886223
10	22888310	22888310
10	22968631	22968631
10	22973955	22973955
10	22982208	22982208
10	22991429	22991429
10	22996036	22996036
10	23049697	23049697
10	24711899	24711899
10	24724877	24724877
10	27251918	27251918
10	27252418	27252418
10	27255014	27255014
10	27261167	27261167
10	27957573	27957573
10	27962268	27962268
10	32257636	32257636
10	32267169	32267169
10	32272494	32272494
10	32275798	32275798
10	32276515	32276515
10	32279238	32279238
10	32283758	32283758
10	32284757	32284757
10	32285932	32285932
10	32287834	32287834
10	32291725	32291725
10	32291765	32291765
10	32293648	32293648
10	32298798	32298798
10	32299110	32299110
10	32299722	32299722
10	32300339	32300339
10	32303627	32303627
10	32304479	32304479
10	32304915	32304915
10	32307516	32307516
10	32309955	32309955
10	32313462	32313462
10	32318536	32318536
10	32321592	32321592
10	32322342	32322342
10	32322612	32322612
10	32322949	32322949
10	32324553	32324553
10	32325683	32325683
10	32325977	32325977
10	32330168	32330168
10	32335764	32335764
10	32338737	32338737
10	32339612	32339612
10	32340104	32340104
10	32341373	32341373
10	32342716	32342716
10	32345345	32345345
10	32346928	32346928
10	32346976	32346976
10	32348416	32348416
10	32353119	32353119
10	32361690	32361690
10	32365033	32365033
10	33640268	33640268
10	50158624	50158624
10	50158661	50158661
10	50574723	50574723
10	65012054	65012054
10	65012327	65012327
10	65012653	65012653
10	65012722	65012722
10	65013586	65013586
10	65013802	65013802
10	65014267	65014267
10	65014368	65014368
10	65014653	65014653
10	65014798	65014798
10	65015820	65015820
10	65016917	65016917
10	65016956	65016956
10	67052743	67052743
10	67059521	67059521
10	67062950	67062950
10	67063512	67063512
10	67066007	67066007
10	67074421	67074421
10	67092046	67092046
10	67095062	67095062
10	67704477	67704477
10	69383107	69383107
10	69387092	69387092
10	69388354	69388354
10	72525004	72525004
10	72526932	72526932
10	72528845	72528845
10	72529188	72529188
10	72530384	72530384
10	80040065	80040065
10	80040293	80040293
10	82496241	82496241
10	85221447	85221447
10	85221979	85221979
10	85222057	85222057
10	85222483	85222483
10	85224603	85224603
10	86426344	86426344
10	86432384	86432384
10	86435115	86435115
10	86439135	86439135
10	86440148	86440148
10	86446596	86446596
10	86448382	86448382
10	86449764	86449764
10	86450108	86450108
10	86450683	86450683
10	86455940	86455940
10	86458215	86458215
10	86463768	86463768
10	86471390	86471390
10	87343071	87343071
10	87343442	87343442
10	87345582	87345582
10	87346703	87346703
10	87346834	87346834
10	87346889	87346889
10	87347033	87347033
10	87347152	87347152
10	87347286	87347286
10	87347331	87347331
10	87347352	87347352
10	89493361	89493361
10	90719242	90719242
10	90731226	90731226
10	90735076	90735076
10	90744863	90744863
10	91164485	91164485
10	91165396	91165396
10	91167144	91167144
10	91169973	91169973
10	91170430	91170430
10	91173960	91173960
10	91177141	91177141
10	91178986	91178986
10	91180125	91180125
10	91186309	91186309
10	91187189	91187189
10	91204425	91204425
10	91220383	91220383
10	91223855	91223855
10	91226175	91226175
10	91236353	91236353
10	91240182	91240182
10	91242079	91242079
10	91247384	91247384
10	91249068	91249068
10	91250320	91250320
10	91258958	91258958
10	91263854	91263854
10	91264933	91264933
10	91268214	91268214
10	91278272	91278272
10	91299215	91299215
10	91301550	91301550
10	91303832	91303832
10	91309253	91309253
10	91312678	91312678
10	91314960	91314960
10	91324223	91324223
10	91700720	91700720
10	92316099	92316099
10	92316137	92316137
10	92346048	92346048
10	92356710	92356710
10	92535802	92535802
10	93262012	93262012
10	93263882	93263882
10	93320331	93320331
10	93441024	93441024
10	93737106	93737106
10	93738421	93738421
10	93739784	93739784
10	93743494	93743494
10	93744201	93744201
10	93744253	93744253
10	94834045	94834045
10	94857042	94857042
10	96818537	96818537
10	96819236	96819236
10	96822807	96822807
10	96829962	96829962
10	96831257	96831257
10	96840765	96840765
10	96853359	96853359
10	96853871	96853871
10	96865945	96865945
10	96880528	96880528
10	96884061	96884061
10	96884847	96884847
10	96884981	96884981
10	96886348	96886348
10	96887551	96887551
10	96887599	96887599
10	96888710	96888710
10	96895709	96895709
10	96898538	96898538
10	96899007	96899007
10	96899102	96899102
10	96899860	96899860
10	96905405	96905405
10	96910107	96910107
10	96910854	96910854
10	96911711	96911711
10	96918187	96918187
10	96919067	96919067
10	96920154	96920154
10	96926510	96926510
10	96929078	96929078
10	96931989	96931989
10	96940108	96940108
10	96950434	96950434
10	96955605	96955605
10	96957301	96957301
10	96958247	96958247
10	96960320	96960320
10	96963584	96963584
10	96968037	96968037
10	96968204	96968204
10	96969178	96969178
10	96969979	96969979
10	96970405	96970405
10	96972540	96972540
10	96974060	96974060
10	96974243	96974243
10	96977904	96977904
10	96984230	96984230
10	96996710	96996710
10	96999320	96999320
10	96999597	96999597
10	97003218	97003218
10	97004163	97004163
10	97004885	97004885
10	97007917	97007917
10	97009276	97009276
10	97019141	97019141
10	97063155	97063155
10	99807027	99807027
10	99807652	99807652
10	101983732	101983732
10	103126194	103126194
10	103130258	103130258
10	103130326	103130326
10	103130768	103130768
10	103136735	103136735
10	103763250	103763250
10	103766544	103766544
10	103774038	103774038
10	103797998	103797998
10	103798905	103798905
10	105627017	105627017
10	105638348	105638348
10	108504087	108504087
10	109865870	109865870
10	109993558	109993558
10	112828210	112828210
10	115803367	115803367
10	115805818	115805818
10	118999633	118999633
10	119000782	119000782
10	119009894	119009894
10	120968726	120968726
10	122801119	122801119
10	123496884	123496884
10	124201238	124201238
10	124558529	124558529
10	124657445	124657445
10	126642329	126642329
10	128992250	128992250
10	130275860	130275860
10	130276458	130276458
10	130278782	130278782
10	130282763	130282763
10	131957502	131957502
10	131993274	131993274
10	132004010	132004010
10	132034210	132034210
10	132833685	132833685
10	132839430	132839430
10	133346022	133346022
11	624754	624754
11	1312537	1312537
11	1320519	1320519
11	1320879	1320879
11	1324354	1324354
11	1327107	1327107
11	2373746	2373746
11	3296254	3296254
11	6141963	6141963
11	6142044	6142044
11	6797644	6797644
11	6800215	6800215
11	6800714	6800714
11	6802440	6802440
11	6802453	6802453
11	6803092	6803092
11	6804171	6804171
11	6811007	6811007
11	6827418	6827418
11	6829153	6829153
11	8339837	8339837
11	8340321	8340321
11	8340405	8340405
11	8340664	8340664
11	8345942	8345942
11	8348310	8348310
11	8351238	8351238
11	8354009	8354009
11	8371342	8371342
11	8390415	8390415
11	8391331	8391331
11	8391412	8391412
11	8394992	8394992
11	9391324	9391324
11	9579847	9579847
11	10076915	10076915
11	10101888	10101888
11	20132990	20132990
11	20647044	20647044
11	21022738	21022738
11	21023813	21023813
11	23299353	23299353
11	25003932	25003932
11	25415492	25415492
11	27913958	27913958
11	28439535	28439535
11	31741267	31741267
11	32443566	32443566
11	33451351	33451351
11	34149384	34149384
11	34176126	34176126
11	35910615	35910615
11	39437190	39437190
11	39437727	39437727
11	39438476	39438476
11	39438564	39438564
11	39438707	39438707
11	39439245	39439245
11	39440492	39440492
11	39440531	39440531
11	39440869	39440869
11	39443488	39443488
11	39443910	39443910
11	39445067	39445067
11	39445856	39445856
11	39446120	39446120
11	39640423	39640423
11	42330465	42330465
11	42331797	42331797
11	42336797	42336797
11	42337202	42337202
11	42338256	42338256
11	42342349	42342349
11	42344245	42344245
11	42350520	42350520
11	42352314	42352314
11	42356854	42356854
11	42356969	42356969
11	42359763	42359763
11	42361588	42361588
11	42361794	42361794
11	42370582	42370582
11	44572630	44572630
11	44576673	44576673
11	44579696	44579696
11	44580263	44580263
11	44738251	44738251
11	44739549	44739549
11	46312121	46312121
11	46315530	46315530
11	46317458	46317458
11	46318672	46318672
11	46321816	46321816
11	47689270	47689270
11	58248263	58248263
11	58248474	58248474
11	58249143	58249143
11	58846803	58846803
11	60132254	60132254
11	60584217	60584217
11	60584965	60584965
11	60603781	60603781
11	60868662	60868662
11	61652048	61652048
11	61748266	61748266
11	61934809	61934809
11	63724415	63724415
11	63733725	63733725
11	67156841	67156841
11	70192366	70192366
11	70392757	70392757
11	70492357	70492357
11	76891300	76891300
11	76937018	76937018
11	76946072	76946072
11	78731452	78731452
11	78733162	78733162
11	78753900	78753900
11	78753922	78753922
11	78754119	78754119
11	78754237	78754237
11	78755314	78755314
11	78757109	78757109
11	78762963	78762963
11	78763255	78763255
11	78763983	78763983
11	78766620	78766620
11	80662810	80662810
11	80668506	80668506
11	80668686	80668686
11	80670177	80670177
11	80672035	80672035
11	80672656	80672656
11	80672907	80672907
11	80673126	80673126
11	80673563	80673563
11	80674446	80674446
11	80677410	80677410
11	87670128	87670128
11	92670267	92670267
11	99764383	99764383
11	100133308	100133308
11	101920390	101920390
11	104327574	104327574
11	105829868	105829868
11	105830159	105830159
11	105830256	105830256
11	105830307	105830307
11	105830463	105830463
11	105830763	105830763
11	105831052	105831052
11	105831261	105831261
11	105832420	105832420
11	105832709	105832709
11	105833155	105833155
11	105833165	105833165
11	105833192	105833192
11	105833465	105833465
11	105833783	105833783
11	105835143	105835143
11	105835409	105835409
11	105835498	105835498
11	105835677	105835677
11	105835696	105835696
11	107286670	107286670
11	107854554	107854554
11	107860520	107860520
11	107871300	107871300
11	109414578	109414578
11	112311236	112311236
11	114705220	114705220
11	114705764	114705764
11	114728805	114728805
11	114733232	114733232
11	114735451	114735451
11	114735619	114735619
11	114746642	114746642
11	114767809	114767809
11	114772196	114772196
11	114780740	114780740
11	114781834	114781834
11	114782939	114782939
11	114784102	114784102
11	115020791	115020791
11	115637442	115637442
11	116256363	116256363
11	116262712	116262712
11	116262954	116262954
11	116262984	116262984
11	116263233	116263233
11	116265970	116265970
11	116265984	116265984
11	116267468	116267468
11	116270560	116270560
11	116271645	116271645
11	116273250	116273250
11	116273674	116273674
11	116280945	116280945
11	116281130	116281130
11	116282198	116282198
11	116282219	116282219
11	116282575	116282575
11	116282772	116282772
11	116284137	116284137
11	116294819	116294819
11	116322548	116322548
11	116323314	116323314
11	116383503	116383503
11	116659248	116659248
11	116662448	116662448
11	116668303	116668303
11	116670370	116670370
11	116673035	116673035
11	116689452	116689452
11	116689706	116689706
11	116698492	116698492
11	116698906	116698906
11	116700308	116700308
11	116702860	116702860
11	116706040	116706040
11	116706482	116706482
11	116710781	116710781
11	116717490	116717490
11	116717748	116717748
11	116905758	116905758
11	117916902	117916902
11	118715024	118715024
11	121017643	121017643
11	121021130	121021130
11	121024419	121024419
11	121024996	121024996
11	121025420	121025420
11	121028275	121028275
11	121370031	121370031
11	126668392	126668392
11	126668989	126668989
11	126670226	126670226
11	126672720	126672720
11	127455301	127455301
11	127796355	127796355
11	127796529	127796529
11	127796893	127796893
11	128292728	128292728
11	128343697	128343697
11	130252686	130252686
11	130252826	130252826
11	130710780	130710780
11	131355227	131355227
11	131358675	131358675
11	131571820	131571820
11	131571878	131571878
11	132004048	132004048
12	313525	313525
12	368772	368772
12	461374	461374
12	755777	755777
12	1004223	1004223
12	1006723	1006723
12	1010793	1010793
