chr	start	end
1	51220200	51220200
1	51297200	51297200
1	51347100	51347100
1	53864000	53864000
1	54249200	54249200
1	54271700	54271700
1	54289000	54289000
1	54404000	54404000
1	54409300	54409300
1	54659300	54659300
1	54676600	54676600
1	54684900	54684900
1	54729900	54729900
1	54813200	54813200
1	54831500	54831500
1	54838700	54838700
1	54847100	54847100
1	54865300	54865300
1	54870300	54870300
1	56230600	56230600
1	56237300	56237300
1	56276800	56276800
1	56279200	56279200
1	56374600	56374600
1	56387700	56387700
1	57215100	57215100
1	58468900	58468900
1	58815800	58815800
1	58821700	58821700
1	58830000	58830000
1	58834500	58834500
1	58842200	58842200
1	58849400	58849400
1	58852400	58852400
1	61004800	61004800
1	69077300	69077300
1	69087500	69087500
1	69694800	69694800
1	69719800	69719800
1	69753900	69753900
1	70209800	70209800
1	70969400	70969400
1	72350100	72350100
1	72481700	72481700
1	72500700	72500700
1	76098800	76098800
1	78391700	78391700
1	78426100	78426100
1	78764100	78764100
1	81952800	81952800
1	86289700	86289700
1	87694900	87694900
1	87724200	87724200
1	87727000	87727000
1	87746800	87746800
1	87755100	87755100
1	87776500	87776500
1	95711400	95711400
1	97581900	97581900
1	97615100	97615100
1	99076300	99076300
1	99105500	99105500
1	117798000	117798000
1	117829000	117829000
1	122266000	122266000
1	122925000	122925000
1	122949000	122949000
1	122976000	122976000
1	122997000	122997000
1	123009000	123009000
1	128079000	128079000
1	128093000	128093000
1	128111000	128111000
1	128121000	128121000
1	128142000	128142000
1	128149000	128149000
1	128159000	128159000
1	128167000	128167000
1	128174000	128174000
1	128184000	128184000
1	128191000	128191000
1	128205000	128205000
1	128213000	128213000
1	128227000	128227000
1	128247000	128247000
1	128255000	128255000
1	128262000	128262000
1	128284000	128284000
1	128296000	128296000
1	128314000	128314000
1	128327000	128327000
1	128465000	128465000
1	128470000	128470000
1	128584000	128584000
1	128596000	128596000
1	128722000	128722000
1	128834000	128834000
1	128841000	128841000
1	128901000	128901000
1	129156000	129156000
1	130050000	130050000
1	130775000	130775000
1	130809000	130809000
1	131557000	131557000
1	132763000	132763000
1	132894000	132894000
1	132905000	132905000
1	133561000	133561000
1	133684000	133684000
1	133779000	133779000
1	133793000	133793000
1	133812000	133812000
1	150876000	150876000
1	152286000	152286000
1	152295000	152295000
1	152306000	152306000
1	152317000	152317000
1	152337000	152337000
1	152346000	152346000
1	152362000	152362000
1	152373000	152373000
1	152380000	152380000
1	152392000	152392000
1	152407000	152407000
1	152416000	152416000
1	152434000	152434000
1	152447000	152447000
1	152457000	152457000
1	152475000	152475000
1	152488000	152488000
1	152505000	152505000
1	152518000	152518000
1	152529000	152529000
1	152535000	152535000
1	152542000	152542000
1	152554000	152554000
1	152561000	152561000
1	152574000	152574000
1	152584000	152584000
1	152591000	152591000
1	152596000	152596000
1	152603000	152603000
1	152609000	152609000
1	152635000	152635000
1	152658000	152658000
1	152663000	152663000
1	152669000	152669000
1	152676000	152676000
1	152685000	152685000
1	152700000	152700000
1	152722000	152722000
1	152732000	152732000
1	152740000	152740000
1	152746000	152746000
1	152759000	152759000
1	152773000	152773000
1	152780000	152780000
1	152788000	152788000
1	152796000	152796000
1	152812000	152812000
1	152822000	152822000
1	152829000	152829000
1	152849000	152849000
1	152871000	152871000
1	152875000	152875000
1	152887000	152887000
1	152900000	152900000
1	152906000	152906000
1	152914000	152914000
1	152947000	152947000
1	152953000	152953000
1	152960000	152960000
1	152968000	152968000
1	152975000	152975000
1	152994000	152994000
1	153003000	153003000
1	153019000	153019000
1	153033000	153033000
1	153051000	153051000
1	153078000	153078000
1	153085000	153085000
1	153097000	153097000
1	153207000	153207000
1	155945000	155945000
1	155955000	155955000
1	156528000	156528000
1	156722000	156722000
1	157254000	157254000
1	157256000	157256000
1	157301000	157301000
1	157308000	157308000
1	157316000	157316000
1	157320000	157320000
1	157326000	157326000
1	157330000	157330000
1	157340000	157340000
1	157343000	157343000
1	159116000	159116000
1	159131000	159131000
1	159379000	159379000
1	159408000	159408000
1	159512000	159512000
1	159604000	159604000
1	159625000	159625000
1	160573000	160573000
1	160596000	160596000
1	160602000	160602000
1	160634000	160634000
1	169771000	169771000
1	171533000	171533000
1	171536000	171536000
1	171541000	171541000
1	171545000	171545000
1	171609000	171609000
1	171711000	171711000
1	176951000	176951000
1	184738000	184738000
1	196524000	196524000
1	196536000	196536000
1	196538000	196538000
1	196545000	196545000
1	198954000	198954000
1	200179000	200179000
1	200218000	200218000
1	200225000	200225000
1	206937000	206937000
1	208746000	208746000
1	218104000	218104000
1	218119000	218119000
1	218123000	218123000
1	218184000	218184000
1	218190000	218190000
1	218207000	218207000
1	218216000	218216000
10	3471530	3471530
10	9776900	9776900
10	9800720	9800720
10	10002600	10002600
10	10035800	10035800
10	10052900	10052900
10	10069900	10069900
10	10090000	10090000
10	10096900	10096900
10	11989800	11989800
10	16320700	16320700
10	16323600	16323600
10	17866900	17866900
10	19781700	19781700
10	21815000	21815000
10	21844700	21844700
10	21854300	21854300
10	21902400	21902400
10	21909300	21909300
10	21916200	21916200
10	21926200	21926200
10	21932100	21932100
10	21942500	21942500
10	21952100	21952100
10	21956900	21956900
10	21961700	21961700
10	21975500	21975500
10	21979200	21979200
10	21986300	21986300
10	21993900	21993900
10	22016500	22016500
10	22021900	22021900
10	22028400	22028400
10	22034000	22034000
10	22043200	22043200
10	25556300	25556300
10	32485800	32485800
10	35514000	35514000
10	35624000	35624000
10	35671100	35671100
10	35681800	35681800
10	35749300	35749300
10	35757700	35757700
10	35782000	35782000
10	35790100	35790100
10	35836300	35836300
10	35872400	35872400
10	35904000	35904000
10	35910400	35910400
10	35917100	35917100
10	35941000	35941000
10	35945700	35945700
10	35951900	35951900
10	35998500	35998500
10	36026000	36026000
10	36050900	36050900
10	36957000	36957000
10	38480800	38480800
10	38486500	38486500
10	38941500	38941500
10	44295800	44295800
10	44372000	44372000
10	48943300	48943300
10	53453500	53453500
10	55035900	55035900
10	55072000	55072000
10	61259900	61259900
10	66478200	66478200
10	68150200	68150200
10	68189500	68189500
10	70647700	70647700
10	71291200	71291200
10	71298100	71298100
10	71300600	71300600
10	71305400	71305400
10	71309300	71309300
10	71313500	71313500
10	71320400	71320400
10	71324500	71324500
10	71332000	71332000
10	71335900	71335900
10	71339900	71339900
10	71345700	71345700
10	71351200	71351200
10	71355400	71355400
10	71360000	71360000
10	71364700	71364700
10	71368400	71368400
10	71372700	71372700
10	71382000	71382000
10	71388500	71388500
10	71390600	71390600
10	71394700	71394700
10	71400300	71400300
10	71405300	71405300
10	71409900	71409900
10	71414100	71414100
10	71415600	71415600
10	71419400	71419400
10	71422900	71422900
10	71425000	71425000
10	71429200	71429200
10	71432800	71432800
10	71438400	71438400
10	71442000	71442000
10	71445800	71445800
10	71449500	71449500
10	71453300	71453300
10	71455800	71455800
10	71460500	71460500
10	71483300	71483300
10	71485400	71485400
10	71673500	71673500
10	71684200	71684200
10	71696500	71696500
10	71700900	71700900
10	71707500	71707500
10	71713600	71713600
10	71720900	71720900
10	71724900	71724900
10	71739700	71739700
10	71750500	71750500
10	71761100	71761100
10	71775300	71775300
10	71786600	71786600
10	71797100	71797100
10	71811500	71811500
10	71828200	71828200
10	71840900	71840900
10	71849200	71849200
10	71869100	71869100
10	71875600	71875600
10	71883100	71883100
10	71894800	71894800
10	71920300	71920300
10	71973900	71973900
10	72016800	72016800
10	72027000	72027000
10	72083600	72083600
10	72092500	72092500
10	72101000	72101000
10	72132000	72132000
10	72144900	72144900
10	72156100	72156100
10	72171400	72171400
10	72201600	72201600
10	72212500	72212500
10	72217400	72217400
10	72223300	72223300
10	72236300	72236300
10	72244500	72244500
10	72354600	72354600
10	72370300	72370300
10	73617200	73617200
10	73850300	73850300
10	74472000	74472000
10	74510800	74510800
10	74519800	74519800
10	83236600	83236600
10	91157600	91157600
10	91190000	91190000
10	91194600	91194600
10	91222900	91222900
10	91272400	91272400
10	91787400	91787400
10	95687900	95687900
10	96793800	96793800
10	96845700	96845700
10	98121300	98121300
10	98124600	98124600
10	98132800	98132800
10	98137700	98137700
10	98249400	98249400
10	98321200	98321200
10	98353200	98353200
10	98408300	98408300
10	98788000	98788000
10	98815700	98815700
10	99363600	99363600
10	99413900	99413900
10	101568000	101568000
10	101597000	101597000
10	101632000	101632000
10	101799000	101799000
10	101905000	101905000
10	101942000	101942000
10	102030000	102030000
10	102069000	102069000
10	102078000	102078000
10	102351000	102351000
10	102587000	102587000
10	105583000	105583000
10	109439000	109439000
10	109485000	109485000
10	113240000	113240000
10	113250000	113250000
10	113298000	113298000
10	113368000	113368000
10	113379000	113379000
10	113381000	113381000
10	113387000	113387000
10	119074000	119074000
10	119087000	119087000
10	119092000	119092000
10	119119000	119119000
10	119141000	119141000
10	119155000	119155000
10	119158000	119158000
10	119180000	119180000
10	119190000	119190000
10	119199000	119199000
10	119203000	119203000
10	119220000	119220000
10	119223000	119223000
10	119229000	119229000
10	119234000	119234000
10	119240000	119240000
10	119257000	119257000
10	119267000	119267000
10	119270000	119270000
10	119273000	119273000
10	119289000	119289000
10	119292000	119292000
10	119315000	119315000
10	119318000	119318000
10	119322000	119322000
10	119334000	119334000
10	119359000	119359000
10	119387000	119387000
10	119409000	119409000
10	121271000	121271000
10	129017000	129017000
11	1291130	1291130
11	1296550	1296550
11	1502440	1502440
11	1555790	1555790
11	16239500	16239500
11	17431700	17431700
11	17452400	17452400
11	17507400	17507400
11	17529800	17529800
11	17544500	17544500
11	23589200	23589200
11	23607400	23607400
11	23611300	23611300
11	27290000	27290000
11	27454500	27454500
11	27656100	27656100
11	27718700	27718700
11	27811000	27811000
11	27984800	27984800
11	28013100	28013100
11	28028500	28028500
11	28065700	28065700
11	28078900	28078900
11	28091700	28091700
11	28096600	28096600
11	28105800	28105800
11	28133100	28133100
11	28138800	28138800
11	28155900	28155900
11	28167400	28167400
11	28883000	28883000
11	28946900	28946900
11	28962100	28962100
11	29019900	29019900
11	29022100	29022100
11	33121100	33121100
11	33249100	33249100
11	38237000	38237000
11	40166800	40166800
11	40169900	40169900
11	45525000	45525000
11	45530300	45530300
11	45627700	45627700
11	46104400	46104400
11	46109000	46109000
11	63604200	63604200
11	63613700	63613700
11	63874700	63874700
11	64327800	64327800
11	64461500	64461500
11	67830900	67830900
11	67842000	67842000
11	67866500	67866500
11	68693500	68693500
11	69597300	69597300
11	69657400	69657400
11	69726500	69726500
11	69739800	69739800
11	69755400	69755400
11	69787100	69787100
11	69822200	69822200
11	69832400	69832400
11	69858800	69858800
11	70593200	70593200
11	70677900	70677900
11	70718600	70718600
11	70784400	70784400
11	70795900	70795900
11	70827900	70827900
11	70840900	70840900
11	70854200	70854200
11	70928200	70928200
11	81885400	81885400
11	81955900	81955900
11	82390600	82390600
11	85238500	85238500
11	92572000	92572000
11	92663700	92663700
11	92737000	92737000
11	92994700	92994700
11	98639800	98639800
11	98661800	98661800
11	106542000	106542000
11	106559000	106559000
11	106593000	106593000
11	106600000	106600000
11	106612000	106612000
11	106623000	106623000
11	106629000	106629000
11	106682000	106682000
11	106694000	106694000
11	106720000	106720000
11	106727000	106727000
11	106742000	106742000
11	107322000	107322000
11	113103000	113103000
11	115048000	115048000
11	115174000	115174000
11	123714000	123714000
11	123753000	123753000
11	126857000	126857000
12	207947	207947
12	1294500	1294500
12	1365680	1365680
12	2413140	2413140
12	7112820	7112820
12	21994500	21994500
12	26899200	26899200
12	26932900	26932900
12	31035200	31035200
12	31562100	31562100
12	31600700	31600700
12	32140000	32140000
12	32179600	32179600
12	32276400	32276400
12	33079700	33079700
12	33144500	33144500
12	33327800	33327800
12	33341300	33341300
12	33352500	33352500
12	33404900	33404900
12	33409800	33409800
12	33457200	33457200
12	33513000	33513000
12	33640100	33640100
12	35574500	35574500
12	35579800	35579800
12	35583700	35583700
12	35608400	35608400
12	35611100	35611100
12	35623400	35623400
12	35627400	35627400
12	35635400	35635400
12	35639700	35639700
12	35656400	35656400
12	35665300	35665300
12	35680300	35680300
12	35695800	35695800
12	35701200	35701200
12	35712500	35712500
12	35718500	35718500
12	35731900	35731900
12	35737800	35737800
12	35746700	35746700
12	35758700	35758700
12	35765800	35765800
12	35769400	35769400
12	35777800	35777800
12	35782500	35782500
12	35791400	35791400
12	35794800	35794800
12	35809100	35809100
12	35819100	35819100
12	35827100	35827100
12	35840000	35840000
12	35848800	35848800
12	35860800	35860800
12	35868700	35868700
12	35878200	35878200
12	35879000	35879000
12	35888000	35888000
12	35904100	35904100
12	35926100	35926100
12	35934200	35934200
12	35942400	35942400
12	35945400	35945400
12	36023500	36023500
12	36071400	36071400
12	36078100	36078100
12	36087500	36087500
12	37304300	37304300
12	37308200	37308200
12	38229200	38229200
12	38236200	38236200
12	38246000	38246000
12	38252300	38252300
12	38259100	38259100
12	38268700	38268700
12	38275900	38275900
12	38285300	38285300
12	38362100	38362100
12	38364700	38364700
12	38401200	38401200
12	38409000	38409000
12	38410700	38410700
12	38413900	38413900
12	38414800	38414800
12	38416200	38416200
12	38422100	38422100
12	38427600	38427600
12	38459700	38459700
12	38469100	38469100
12	38490100	38490100
12	38494800	38494800
12	38524300	38524300
12	38535100	38535100
12	38545900	38545900
12	38550400	38550400
12	38559000	38559000
12	38569400	38569400
12	38577600	38577600
12	38585400	38585400
12	38593100	38593100
12	38601500	38601500
12	38617900	38617900
12	38637000	38637000
12	38643900	38643900
12	38654200	38654200
12	38662700	38662700
12	38674600	38674600
12	38683900	38683900
12	38695800	38695800
12	38703800	38703800
12	38711000	38711000
12	38718300	38718300
12	38723100	38723100
12	38736800	38736800
12	38748100	38748100
12	38754100	38754100
12	38760800	38760800
12	38768600	38768600
12	38776400	38776400
12	38784900	38784900
12	38789700	38789700
12	38796800	38796800
12	38800400	38800400
12	38804300	38804300
12	38812200	38812200
12	38824600	38824600
12	38829600	38829600
12	38836400	38836400
12	38842300	38842300
12	38850300	38850300
12	38859100	38859100
12	38864300	38864300
12	38868800	38868800
12	38873900	38873900
12	38876500	38876500
12	38885200	38885200
12	38891200	38891200
12	38895200	38895200
12	38901700	38901700
12	38907200	38907200
12	38910500	38910500
12	38915800	38915800
12	38918100	38918100
12	38922600	38922600
12	38929100	38929100
12	38937700	38937700
12	38944500	38944500
12	38949200	38949200
12	39058700	39058700
12	39193400	39193400
12	39215500	39215500
12	39226800	39226800
12	39235100	39235100
12	39421100	39421100
12	39436600	39436600
12	39450000	39450000
12	39456200	39456200
12	39470500	39470500
12	39477600	39477600
12	39545100	39545100
12	39571600	39571600
12	39585200	39585200
12	39591600	39591600
12	39599300	39599300
12	39617000	39617000
12	39629800	39629800
12	39642400	39642400
12	39650900	39650900
12	39656800	39656800
12	39667200	39667200
12	39677400	39677400
12	39688600	39688600
12	39696900	39696900
12	39706700	39706700
12	39726700	39726700
12	39739500	39739500
12	39758700	39758700
12	39775300	39775300
12	39781800	39781800
12	39787800	39787800
12	39794900	39794900
12	39800700	39800700
12	39806500	39806500
12	39815500	39815500
12	39829200	39829200
12	39835700	39835700
12	39842400	39842400
12	39847800	39847800
12	39855700	39855700
12	39860200	39860200
12	39872200	39872200
12	39880700	39880700
12	39885900	39885900
12	39889400	39889400
12	39893600	39893600
12	39899700	39899700
12	39906900	39906900
12	39911700	39911700
12	39917600	39917600
12	39925200	39925200
12	39931500	39931500
12	39944600	39944600
12	39949600	39949600
12	39952900	39952900
12	39965000	39965000
12	39971200	39971200
12	39994500	39994500
12	40022800	40022800
12	40034900	40034900
12	40062100	40062100
12	40098100	40098100
12	40113100	40113100
12	40134400	40134400
12	40148100	40148100
12	40160600	40160600
12	40167600	40167600
12	40173300	40173300
12	40179500	40179500
12	40193200	40193200
12	40199700	40199700
12	40204300	40204300
12	40209900	40209900
12	40221500	40221500
12	40245300	40245300
12	40254200	40254200
12	40265700	40265700
12	40278600	40278600
12	40288900	40288900
12	40294400	40294400
12	40300700	40300700
12	40313600	40313600
12	40322000	40322000
12	40334100	40334100
12	40349500	40349500
12	40359600	40359600
12	40367900	40367900
12	40379100	40379100
12	40384100	40384100
12	40390400	40390400
12	40399000	40399000
12	40407500	40407500
12	40426300	40426300
12	40432300	40432300
12	40456100	40456100
12	40470800	40470800
12	40490100	40490100
12	40500700	40500700
12	40506100	40506100
12	40527700	40527700
12	40544700	40544700
12	40559900	40559900
12	40616400	40616400
12	40622000	40622000
12	40668500	40668500
12	40711100	40711100
12	40726600	40726600
12	40756000	40756000
12	40771700	40771700
12	40794800	40794800
12	41118500	41118500
12	41139400	41139400
12	43393500	43393500
12	43490400	43490400
12	43643800	43643800
12	43655900	43655900
12	46510400	46510400
12	56784200	56784200
12	56901900	56901900
12	60706000	60706000
12	60723000	60723000
12	60733800	60733800
12	60756200	60756200
12	62093800	62093800
12	62393700	62393700
12	62459700	62459700
12	65704300	65704300
12	65733500	65733500
12	65879300	65879300
12	65887000	65887000
12	65903000	65903000
12	65906800	65906800
12	65912500	65912500
12	66002900	66002900
12	66071000	66071000
12	66077300	66077300
12	66216600	66216600
12	66219700	66219700
12	66233300	66233300
12	66242100	66242100
12	69109200	69109200
12	69117000	69117000
12	69159900	69159900
12	69173400	69173400
12	69178900	69178900
12	69189900	69189900
12	69196900	69196900
12	69230900	69230900
12	76265900	76265900
12	88582100	88582100
12	88645800	88645800
12	88656300	88656300
12	88668300	88668300
12	88672600	88672600
12	88679100	88679100
12	88684900	88684900
12	88693700	88693700
12	88873900	88873900
12	88882700	88882700
12	88889500	88889500
12	88895800	88895800
12	88898100	88898100
12	94000600	94000600
12	101125000	101125000
12	101128000	101128000
12	105804000	105804000
12	110335000	110335000
12	110422000	110422000
12	110497000	110497000
12	110516000	110516000
12	110535000	110535000
12	110545000	110545000
12	110556000	110556000
12	110567000	110567000
12	110580000	110580000
12	110594000	110594000
12	110609000	110609000
12	110628000	110628000
12	110635000	110635000
12	110647000	110647000
12	110657000	110657000
12	110663000	110663000
12	110674000	110674000
12	110689000	110689000
12	110703000	110703000
12	110716000	110716000
12	110733000	110733000
12	110746000	110746000
12	110760000	110760000
12	110770000	110770000
12	110786000	110786000
12	110827000	110827000
12	110845000	110845000
12	110856000	110856000
12	110876000	110876000
12	110888000	110888000
12	110903000	110903000
12	110913000	110913000
12	110926000	110926000
12	110941000	110941000
12	110958000	110958000
12	110973000	110973000
12	110984000	110984000
12	110993000	110993000
12	111015000	111015000
12	111033000	111033000
12	111040000	111040000
12	111071000	111071000
12	111111000	111111000
12	111126000	111126000
12	111135000	111135000
12	111143000	111143000
12	111153000	111153000
12	111161000	111161000
12	111169000	111169000
12	111176000	111176000
12	111189000	111189000
12	111211000	111211000
12	111217000	111217000
12	111232000	111232000
12	111240000	111240000
12	111253000	111253000
12	111281000	111281000
12	111311000	111311000
12	111318000	111318000
12	111357000	111357000
12	111368000	111368000
12	111376000	111376000
12	111388000	111388000
12	111400000	111400000
12	111415000	111415000
12	111473000	111473000
12	111496000	111496000
12	111518000	111518000
12	111528000	111528000
12	111537000	111537000
12	111558000	111558000
12	111569000	111569000
12	111586000	111586000
12	111592000	111592000
12	111604000	111604000
12	111614000	111614000
12	111627000	111627000
12	111633000	111633000
12	111640000	111640000
12	111657000	111657000
12	111666000	111666000
12	111671000	111671000
12	111675000	111675000
12	111680000	111680000
12	111685000	111685000
12	111710000	111710000
12	111717000	111717000
12	111723000	111723000
12	111753000	111753000
12	111772000	111772000
12	111792000	111792000
12	111805000	111805000
12	111825000	111825000
12	111840000	111840000
12	111856000	111856000
12	111872000	111872000
12	111883000	111883000
12	111892000	111892000
12	111901000	111901000
12	111913000	111913000
12	111920000	111920000
12	111926000	111926000
12	111943000	111943000
12	111954000	111954000
12	111965000	111965000
12	111978000	111978000
12	111992000	111992000
12	112000000	112000000
12	112005000	112005000
12	112014000	112014000
12	112027000	112027000
12	112035000	112035000
12	112045000	112045000
12	112059000	112059000
12	112078000	112078000
12	112095000	112095000
12	112104000	112104000
12	112118000	112118000
12	112128000	112128000
12	112144000	112144000
12	112149000	112149000
12	112158000	112158000
12	112167000	112167000
12	112177000	112177000
12	112184000	112184000
12	112192000	112192000
12	112200000	112200000
12	112209000	112209000
12	112217000	112217000
12	112237000	112237000
12	112254000	112254000
12	112261000	112261000
12	112267000	112267000
12	112288000	112288000
12	112312000	112312000
12	112320000	112320000
12	112327000	112327000
12	112334000	112334000
12	112376000	112376000
12	112386000	112386000
12	112398000	112398000
12	112409000	112409000
12	112445000	112445000
12	112458000	112458000
12	112462000	112462000
12	112524000	112524000
12	112543000	112543000
12	112556000	112556000
12	112568000	112568000
12	112595000	112595000
12	112605000	112605000
12	112620000	112620000
12	112626000	112626000
12	112655000	112655000
12	112669000	112669000
12	112686000	112686000
12	112747000	112747000
12	112833000	112833000
12	112849000	112849000
12	113200000	113200000
12	120510000	120510000
12	120521000	120521000
12	120556000	120556000
12	120565000	120565000
12	120567000	120567000
12	120574000	120574000
12	120594000	120594000
12	120602000	120602000
12	120608000	120608000
12	120617000	120617000
12	120623000	120623000
12	120627000	120627000
12	120637000	120637000
12	120642000	120642000
12	120646000	120646000
12	120650000	120650000
12	120656000	120656000
12	120665000	120665000
12	120669000	120669000
12	120693000	120693000
12	120697000	120697000
12	120703000	120703000
12	120712000	120712000
12	120718000	120718000
12	120726000	120726000
12	120742000	120742000
12	120821000	120821000
12	120866000	120866000
12	120974000	120974000
12	123864000	123864000
12	123882000	123882000
12	123894000	123894000
12	123913000	123913000
12	124057000	124057000
12	124065000	124065000
12	124078000	124078000
12	124108000	124108000
12	124121000	124121000
12	124125000	124125000
12	124133000	124133000
12	124145000	124145000
12	124156000	124156000
12	124163000	124163000
12	124171000	124171000
12	124182000	124182000
12	124191000	124191000
12	124200000	124200000
12	124204000	124204000
12	124214000	124214000
12	124233000	124233000
12	124246000	124246000
12	124254000	124254000
12	124268000	124268000
12	124442000	124442000
12	124453000	124453000
12	124460000	124460000
12	124470000	124470000
12	124475000	124475000
12	124490000	124490000
12	124829000	124829000
12	124833000	124833000
12	124837000	124837000
12	124854000	124854000
12	125713000	125713000
12	133647000	133647000
12	133659000	133659000
12	133669000	133669000
12	133677000	133677000
12	133685000	133685000
12	133707000	133707000
13	19409000	19409000
13	29574800	29574800
13	29589300	29589300
13	32259000	32259000
13	32266500	32266500
13	32276100	32276100
13	32291400	32291400
13	32297900	32297900
13	32305800	32305800
13	32317200	32317200
13	32329500	32329500
13	32337700	32337700
13	32344100	32344100
13	32352800	32352800
13	32365700	32365700
13	32372400	32372400
13	32393200	32393200
13	32544500	32544500
13	34454100	34454100
13	34643500	34643500
13	34673000	34673000
13	56142800	56142800
13	56196500	56196500
13	56296600	56296600
13	56350600	56350600
13	56356800	56356800
13	56366400	56366400
13	56369300	56369300
13	56373900	56373900
13	56379800	56379800
13	56390600	56390600
13	56401500	56401500
13	56408700	56408700
13	56413200	56413200
13	56426400	56426400
13	62854000	62854000
13	62873500	62873500
13	63278500	63278500
13	63329900	63329900
13	63343800	63343800
13	63379100	63379100
13	63389100	63389100
13	63395700	63395700
13	63404400	63404400
13	63407100	63407100
13	63416200	63416200
13	63424000	63424000
13	63438900	63438900
13	63443300	63443300
13	63465100	63465100
13	63480800	63480800
13	63493100	63493100
13	63516800	63516800
13	63526000	63526000
13	84713500	84713500
13	86526500	86526500
13	86554200	86554200
13	86561400	86561400
13	86571800	86571800
13	86582900	86582900
13	86600700	86600700
13	86607800	86607800
13	86763700	86763700
13	86782800	86782800
13	86787000	86787000
13	86795400	86795400
13	86806400	86806400
13	86838300	86838300
13	88017500	88017500
13	88019900	88019900
13	88027800	88027800
13	88155500	88155500
13	88157000	88157000
13	88186900	88186900
13	88190800	88190800
13	88193900	88193900
13	88203100	88203100
13	88721400	88721400
13	88726800	88726800
13	88734500	88734500
13	90081200	90081200
13	90238500	90238500
13	99745400	99745400
13	101708000	101708000
13	101773000	101773000
13	101933000	101933000
13	106474000	106474000
13	106475000	106475000
13	106484000	106484000
13	106485000	106485000
13	108594000	108594000
14	21946400	21946400
14	25969100	25969100
14	25977200	25977200
14	27802700	27802700
14	28688100	28688100
14	29645100	29645100
14	29665300	29665300
14	29690000	29690000
14	29722200	29722200
14	29728500	29728500
14	29733400	29733400
14	29741900	29741900
14	29746200	29746200
14	29749200	29749200
14	29759500	29759500
14	29762400	29762400
14	29766200	29766200
14	29810500	29810500
14	29820200	29820200
14	29822200	29822200
14	29833400	29833400
14	29836400	29836400
14	29839700	29839700
14	29842100	29842100
14	29844100	29844100
14	29850600	29850600
14	29854200	29854200
14	29856900	29856900
14	29859100	29859100
14	29861600	29861600
14	29865200	29865200
14	29868900	29868900
14	29879000	29879000
14	29881100	29881100
14	29883800	29883800
14	29890800	29890800
14	29892400	29892400
14	29895100	29895100
14	29898900	29898900
14	29902600	29902600
14	29909000	29909000
14	29914100	29914100
14	29928600	29928600
14	29931000	29931000
14	29938500	29938500
